Line,Detail,Event Id,Event Description,Club Name,Boat,Description,Race No,Race ID,Progression,Level,Distance,Race Date,Race Time,Boat Type,Gender,Event Type,Distance,Place,Lane/Bow,Status,Raw Time,Raw Delta,Raw %,Handicap,Penalty,Adj Time,Adj Delta,Adj %,500m,Rate,Spec Cat,Meters,Meters Delta
,,42,Women's Youth Fours,Avon High School,1,G. Baldauf,0,Final,Final,1,4800,42295,0.511111111,Four +,W,Youth,4800,36,53,Finished,2047.176,146.42,0.0933,0,0,2047.176,146.42,0.0933,209.9,0,,0,0
,,21,Women's Master Fours [40+],Bainbridge Island Rowing,1,L. Kriegh,0,Final,Final,1,4800,42294,0.617361111,Four +,W,Masters,4800,17,25,Finished,2140.244,149.7,0.0921,0,0,2140.244,149.7,0.0921,215.4,0,,0,0
,,21,Women's Master Fours [40+],Bair Island Aquatic Center,1,A. Hawkins,0,Final,Final,1,4800,42294,0.617361111,Four +,W,Masters,4800,22,22,Finished,2212.724,222.18,0.1194,0,0,2212.724,222.18,0.1194,218.8,0,,0,0
,,37,Women's Master Singles,Bair Island Aquatic Center,1,1 - R. Armenta,0,Final,Final,1,4800,42295,0.461805556,Single,W,Masters 1X,4800,11,14,Finished,2238.503,137.51,0.0773,0,0,2238.503,137.51,0.0773,221.5,0,,0,0
,,37,Women's Master Singles,Bair Island Aquatic Center,2,2 - A. Chow,0,Final,Final,1,4800,42295,0.461805556,Single,W,Masters 1X,4800,1,2,Finished,2100.991,0,0,0,0,2100.991,0,0,211.4,0,,0,0
,,5,Women's Grand Master Singles [50+],Bair Island Aquatic Center,1,V. Bialas,0,Final,Final,1,4800,42294,0.404166667,Single,W,Masters 1X,4800,23,17,Finished,2540.166,334.04,0.1614,0,0,2540.166,334.04,0.1614,240.4,0,,0,0
,,DCPC2X,Directors' Challenge Parent/Child Doubles,Bair Island Aquatic Center,1,J. Killea,0,Final,Final,1,4800,42294,0.696527778,Double,MX,Challenge,4800,17,38,Finished,2153.336,343.02,0.2045,0,0,2153.336,343.02,0.2045,216.8,0,,0,0
,,39,Women's Youth Doubles,Baldwin School Crew,1,O. Lanchoney,0,Final,Final,1,4800,42295,0.484027778,Double,W,Youth,4800,22,8,Finished,2211.319,234.86,0.1316,0,0,2211.319,234.86,0.1316,218.7,0,,0,0
,,1,Men's Senior Veteran Singles I And II [70+],Baltimore Rowing Club,1,W. Cesewski,0,Final,Final,1,4800,42294,0.333333333,Single,M,Veterans,4800,38,43,Finished,2630.935,501.52,0.2338,0,0,2630.935,501.52,0.2338,245.7,0,Sr. Vet I,0,0
,,11,Women's Senior Master Doubles [50+],Baltimore Rowing Club,1,P. Merkle,0,Final,Final,1,4800,42294,0.489583333,Double,W,Masters,4800,21,34,Finished,2330.567,238,0.1261,0,35,2405.567,313,0.1541,226.9,0,,0,0
,,21,Women's Master Fours [40+],Baltimore Rowing Club,1,E. Turtle,0,Final,Final,1,4800,42294,0.617361111,Four +,W,Masters,4800,12,13,Finished,2123.38,132.84,0.078,0,0,2123.38,132.84,0.078,213.7,0,,0,0
,,38,Men's Youth Doubles,Baltimore Rowing Club,1,J. Quinn,0,Final,Final,1,4800,42295,0.472916667,Double,M,Youth,4800,32,39,Finished,1946.498,157.06,0.1095,0,0,1946.498,157.06,0.1095,203.6,0,,0,0
,,45,Women's Master Doubles [40+],Baltimore Rowing Club,1,J. Hines,0,Final,Final,1,4800,42295,0.579861111,Double,W,Masters,4800,8,15,Finished,2107.272,116.82,0.0645,0,0,2107.272,116.82,0.0645,212,0,,0,0
,,9,Women's Senior Master Fours [50+],Baltimore Rowing Club,1,L. Pipitone,0,Final,Final,1,4800,42294,0.461805556,Four +,W,Masters,4800,39,7,Finished,2323.789,252.15,0.1398,0,100,2423.789,352.15,0.1885,226.2,0,,0,0
,,DCW4X,Directors' Challenge Women's Quads,Baltimore Rowing Club,1,P. Merkle,0,Final,Final,1,4800,42295,0.41875,Quad -,W,Challenge,4800,13,19,Finished,2002.579,304.82,0.1816,37,0,1925.579,227.82,0.1452,205.3,0,,0,0
,,10,Men's Senior Master Doubles [50+],Bare Hill Rowing Association,1,T. Van Dusen,0,Final,Final,1,4800,42294,0.479166667,Double,M,Masters,4800,14,7,Finished,2024.913,149.09,0.0978,0,0,2024.913,149.09,0.0978,207.6,0,Grand Mstr,0,0
,,27,Women's Collegiate Fours,Barry University,1,A. Foppoli,0,Final,Final,1,4800,42294,0.672222222,Four +,W,Collegiate,4800,3,1,Finished,1942.894,11.98,0.0102,0,0,1942.894,11.98,0.0102,203.2,0,,0,0
,,51,Women's Collegiate Eights,Barry University,1,J. Momirov,0,Final,Final,1,4800,42295,0.646527778,Eight,W,Collegiate,4800,9,6,Finished,1811.975,46.4,0.0444,0,0,1811.975,46.4,0.0444,153.7,0,,0,0
,,50,Men's Collegiate Eights,Bates College,1,1,0,Final,Final,1,4800,42295,0.636805556,Eight,M,Collegiate,4800,19,17,Finished,1605.019,32.32,0.0347,0,0,1605.019,32.32,0.0347,140.5,0,,0,0
,,50,Men's Collegiate Eights,Bates College,2,2,0,Final,Final,1,4800,42295,0.636805556,Eight,M,Collegiate,4800,36,35,Finished,1704.983,132.28,0.0989,0,0,1704.983,132.28,0.0989,146.8,0,,0,0
,,51,Women's Collegiate Eights,Bates College,1,1,0,Final,Final,1,4800,42295,0.646527778,Eight,W,Collegiate,4800,3,1,Finished,1736.058,10.48,0.01,0,0,1736.058,10.48,0.01,150,0,,0,0
,,51,Women's Collegiate Eights,Bates College,2,2,0,Final,Final,1,4800,42295,0.646527778,Eight,W,Collegiate,4800,6,11,Finished,1759.858,34.28,0.0328,0,0,1759.858,34.28,0.0328,152.5,0,,0,0
,,35,Men's Youth Eights,B-Cc High School/Crew Boosters,1,A. Godwin,0,Final,Final,1,4800,42295,0.436805556,Eight,M,Youth,4800,57,38,Finished,1650.194,150.19,0.1224,0,0,1650.194,150.19,0.1224,145.2,0,,0,0
,,12,Men's Senior Master Singles [40+],Beat Cancer Boat Club,1,M. Sivigny,0,Final,Final,1,4800,42294,0.502083333,Single,M,Masters 1X,4800,3,3,Finished,1952.886,20.54,0.0175,0,0,1952.886,20.54,0.0175,204.3,0,,0,0
,,DCMX4X,Directors' Challenge Mixed Quads,Beat Cancer Boat Club,1,,0,Final,Final,1,4800,42295,0.624305556,Quad -,MX,Challenge,4800,6,1,Finished,1814.394,107,0.0652,11.5,0,1802.894,54,0.0525,154,0,,0,0
,,34,Men's Youth Fours,Bedford Crew Club,1,J. Catania,0,Final,Final,1,4800,42295,0.394444444,Four +,M,Youth,4800,22,43,Finished,1804.128,50.9,0.0493,0,0,1804.128,50.9,0.0493,152.9,0,,0,0
,,43,Women's Youth Eights,Bedford Crew Club,1,S. Ford,0,Final,Final,1,4800,42295,0.55,Eight,W,Youth,4800,63,83,Finished,1928.937,242,0.1609,0,0,1928.937,242,0.1609,201.8,0,,0,0
,,32B,Men's Youth Singles,Belen Jesuit Prep. School,1,l. zumpano,0,Final,Final,1,4800,42295,0.361111111,Single,M,Youth,4800,29,55,Finished,2253.526,401.8,0.2137,0,0,2253.526,356.8,0.2083,223.1,0,,0,0
,,34,Men's Youth Fours,Belen Jesuit Prep. School,1,P. D'Evereux Maher,0,Final,Final,1,4800,42295,0.394444444,Four +,M,Youth,4800,58,65,Finished,1859.887,146.66,0.1032,0,0,1859.887,146.66,0.1032,158.7,0,,0,0
,,35,Men's Youth Eights,Belen Jesuit Prep. School,1,B. Gilbert,0,Final,Final,1,4800,42295,0.436805556,Eight,M,Youth,4800,12,6,Finished,1550.208,50.21,0.0558,0,0,1550.208,50.21,0.0558,139,0,,0,0
,,38,Men's Youth Doubles,Belen Jesuit Prep. School,1,H. Prindle,0,Final,Final,1,4800,42295,0.472916667,Double,M,Youth,4800,35,17,Finished,1955.53,206.09,0.1179,0,5,2000.53,211.09,0.1226,204.5,0,,0,0
,,10,Men's Senior Master Doubles [50+],Belmont Hill School,1,J. Tunnecliff,0,Final,Final,1,4800,42294,0.479166667,Double,M,Masters,4800,2,28,Finished,1846.748,10.93,0.0098,0,0,1846.748,10.93,0.0098,157.4,0,,0,0
,,34,Men's Youth Fours,Belmont Hill School,1,C. Wilkins,0,Final,Final,1,4800,42295,0.394444444,Four +,M,Youth,4800,13,23,Finished,1748.469,35.24,0.0341,0,0,1748.469,35.24,0.0341,151.3,0,,0,0
,,35,Men's Youth Eights,Belmont Hill School,1,J. richards,0,Final,Final,1,4800,42295,0.436805556,Eight,M,Youth,4800,48,63,Finished,1639.302,139.3,0.1103,0,0,1639.302,139.3,0.1103,144.1,0,,0,0
,,DCM4X,Directors' Challenge Men's Quads,Belmont Hill School,1,D. Schley,0,Final,Final,1,4800,42295,0.538888889,Quad -,M,Challenge,4800,28,16,Finished,1859.286,324.9,0.2193,124,55,1830.286,301.77,0.1958,158.7,0,,0,0
,,23,Women's Master Eights [40+],Belvoir Ruderclub Zurich,1,C. Luethi,0,Final,Final,1,4800,42294,0.638194444,Eight,W,Masters,4800,4,20,Finished,1816.243,31.5,0.0296,0,0,1816.243,31.5,0.0296,154.2,0,,0,0
,,34,Men's Youth Fours,Bergen County Rowing Academy,1,C. Labozzetta,0,Final,Final,1,4800,42295,0.394444444,Four +,M,Youth,4800,81,76,Finished,2017.791,304.56,0.1786,0,0,2017.791,304.56,0.1786,206.9,0,,0,0
,,1,Men's Senior Veteran Singles I And II [70+],Berkeley Paddling And Rowing Club,1,D. Bort,0,Final,Final,1,4800,42294,0.333333333,Single,M,Veterans,4800,2,7,Finished,2135.625,6.21,0.0048,0,0,2135.625,6.21,0.0048,215,0,Sr. Vet I,0,0
,,2,"Women's Veteran I/II And Senior Veteran I/II Singles [60 - 69, 70+]",Berkeley Paddling And Rowing Club,1,E. Braithwaite,0,Final,Final,1,4800,42294,0.347222222,Single,W,Veterans,4800,29,51,Finished,2635.434,252,0.1208,0,0,2635.434,252,0.1208,246.2,0,Vet II,0,0
,,21,Women's Master Fours [40+],Berkeley Paddling And Rowing Club,1,J. Bellantoni,0,Final,Final,1,4800,42294,0.617361111,Four +,W,Masters,4800,5,3,Finished,2014.284,23.74,0.0199,0,0,2014.284,23.74,0.0199,206.5,0,,0,0
,,34,Men's Youth Fours,Berkshire School,1,J. Renzi,0,Final,Final,1,4800,42295,0.394444444,Four +,M,Youth,4800,59,70,Finished,1900.323,147.09,0.1036,0,0,1900.323,147.09,0.1036,158.8,0,,0,0
,,42,Women's Youth Fours,Berkshire School,1,C. Quaintance,0,Final,Final,1,4800,42295,0.511111111,Four +,W,Youth,4800,75,82,Finished,2211.676,310.92,0.1674,0,0,2211.676,310.92,0.1674,218.7,0,,0,0
,,DCPC2X,Directors' Challenge Parent/Child Doubles,Berkshire School,1,W. Dyer-Kloman,0,Final,Final,1,4800,42294,0.696527778,Double,MX,Challenge,4800,22,41,Finished,2211.906,401.59,0.2216,0,0,2211.906,401.59,0.2216,218.7,0,,0,0
,,2,"Women's Veteran I/II And Senior Veteran I/II Singles [60 - 69, 70+]","Berkshire Sculling Association, Inc.",1,H. Cuyler,0,Final,Final,1,4800,42294,0.347222222,Single,W,Veterans,4800,25,13,Finished,2557.339,213.91,0.0941,0,15,2612.339,228.91,0.1046,242.2,0,Sr. Vet I,0,0
,,26,Men's Collegiate Fours,Binghamton University Crew,1,F. Ostrander,0,Final,Final,1,4800,42294,0.6625,Four +,M,Collegiate,4800,17,27,Finished,1811.044,101.36,0.0596,0,0,1811.044,101.36,0.0596,153.7,0,,0,0
,,50,Men's Collegiate Eights,Binghamton University Crew,1,M. Christian,0,Final,Final,1,4800,42295,0.636805556,Eight,M,Collegiate,4800,40,41,Finished,1837.831,305.13,0.1985,0,0,1837.831,305.13,0.1985,156.4,0,,0,0
,,51,Women's Collegiate Eights,Binghamton University Crew,1,L. Holt,0,Final,Final,1,4800,42295,0.646527778,Eight,W,Collegiate,4800,29,26,Finished,1939.628,214.05,0.1282,0,0,1939.628,214.05,0.1282,202.9,0,,0,0
,,34,Men's Youth Fours,Bishop Eustace Prep,1,J. propp,0,Final,Final,1,4800,42295,0.394444444,Four +,M,Youth,4800,72,69,Finished,1933.183,219.95,0.1354,0,0,1933.183,219.95,0.1354,202.2,0,,0,0
,,32B,Men's Youth Singles,Bishops Diocesan College,1,S. pienaar,0,Final,Final,1,4800,42295,0.361111111,Single,M,Youth,4800,19,68,Finished,2054.098,202.37,0.1081,0,0,2054.098,157.37,0.1033,210.6,0,,0,0
,,35,Men's Youth Eights,Bishops Diocesan College,1,S. Boynton,0,Final,Final,1,4800,42295,0.436805556,Eight,M,Youth,4800,22,56,Finished,1605.08,105.08,0.0723,0,0,1605.08,105.08,0.0723,140.5,0,,0,0
,,16,Men's Club Fours,Black Prince Boat Club,1,F. Gruessing,0,Final,Final,1,4800,42294,0.552083333,Four +,M,Club,4800,50,53,Finished,2029.697,335.16,0.2121,0,0,2029.697,335.16,0.2121,208.1,0,,0,0
,,17,Women's Club Fours,Black Prince Boat Club,1,E. Gillis-Buck,0,Final,Final,1,4800,42294,0.565972222,Four +,W,Club,4800,39,61,Finished,2130.159,229.07,0.1306,0,0,2130.159,229.07,0.1306,214.4,0,,0,0
,,14,Men's Alumni Eights,Blue Cheese Rowing Club,1,1 - A. Hakanson,0,Final,Final,1,4800,42294,0.522222222,Eight,M,Alumni,4800,11,7,Finished,1615.661,30.37,0.0321,0.5,0,1615.161,29.87,0.0316,141.6,0,,0,0
,,14,Men's Alumni Eights,Blue Cheese Rowing Club,2,2 - m. jonas,0,Final,Final,1,4800,42294,0.522222222,Eight,M,Alumni,4800,23,15,Finished,1653.75,108.46,0.0724,0,0,1653.75,108.46,0.0724,145.6,0,,0,0
,,15,Women's Alumni Eights,Blue Goose Boat Club,1,A. Jacks,0,Final,Final,1,4800,42294,0.5375,Eight,W,Alumni,4800,38,40,Finished,2017.122,249.81,0.1621,0,0,2017.122,249.81,0.1621,206.8,0,,0,0
,,14,Men's Alumni Eights,Bma Boat Club,1,C. Rogers,0,Final,Final,1,4800,42294,0.522222222,Eight,M,Alumni,4800,4,9,Finished,1548.493,3.2,0.0034,0,0,1548.493,3.2,0.0034,138.8,0,,0,0
,,15,Women's Alumni Eights,Bma Boat Club,1,P. Madden,0,Final,Final,1,4800,42294,0.5375,Eight,W,Alumni,4800,11,10,Finished,1835.484,108.17,0.0651,0,0,1835.484,108.17,0.0651,156.2,0,,0,0
,,16,Men's Club Fours,Bma Boat Club,1,R. DeVirgiliis,0,Final,Final,1,4800,42294,0.552083333,Four +,M,Club,4800,13,19,Finished,1802.833,108.29,0.0673,0,0,1802.833,108.29,0.0673,152.8,0,,0,0
,,23,Women's Master Eights [40+],Bma Boat Club,1,T. Canfield,0,Final,Final,1,4800,42294,0.638194444,Eight,W,Masters,4800,6,5,Finished,1839.241,54.5,0.0512,0,0,1839.241,54.5,0.0512,156.6,0,,0,0
,,1,Men's Senior Veteran Singles I And II [70+],Bny Mellon,1,B. gullett,0,Final,Final,1,4800,42294,0.333333333,Single,M,Veterans,4800,12,37,Finished,2317.997,148.58,0.0842,0,0,2317.997,148.58,0.0842,225.6,0,Sr. Vet I,0,0
,,18,Men's Club Eights,Bny Mellon,1,S. Dudek,0,Final,Final,1,4800,42294,0.586111111,Eight,M,Club,4800,37,31,Finished,1724.624,219.67,0.1543,0,0,1724.624,219.67,0.1543,148.8,0,,0,0
,,42,Women's Youth Fours,Bonner Rowing Association - Bonner & Prendergast C,1,C. Savage,0,Final,Final,1,4800,42295,0.511111111,Four +,W,Youth,4800,55,39,Finished,2116.584,215.82,0.1191,0,0,2116.584,215.82,0.1191,213,0,,0,0
,,15,Women's Alumni Eights,Boola Boola Boat Club,1,1 - N. King,0,Final,Final,1,4800,42294,0.5375,Eight,W,Alumni,4800,2,6,Finished,1730.164,2.85,0.0027,0,0,1730.164,2.85,0.0027,149.4,0,,0,0
,,15,Women's Alumni Eights,Boola Boola Boat Club,2,2 - A. Edwards,0,Final,Final,1,4800,42294,0.5375,Eight,W,Alumni,4800,20,9,Finished,1919.496,152.19,0.1071,0,0,1919.496,152.19,0.1071,200.8,0,,0,0
,,17,Women's Club Fours,Boston College,1,,0,Final,Final,1,4800,42294,0.565972222,Four +,W,Club,4800,60,16,Finished,2548.302,647.21,0.3569,0,0,2548.302,647.21,0.3569,241.3,0,,0,0
,,19,Women's Club Eights,Boston College,1,1,0,Final,Final,1,4800,42294,0.596527778,Eight,W,Club,4800,16,13,Finished,1813.77,104.19,0.0623,0,0,1813.77,104.19,0.0623,153.9,0,,0,0
,,19,Women's Club Eights,Boston College,2,2,0,Final,Final,1,4800,42294,0.596527778,Eight,W,Club,4800,25,34,Finished,1900.422,150.84,0.1077,0,0,1900.422,150.84,0.1077,158.8,0,,0,0
,,26,Men's Collegiate Fours,Boston College,1,,0,Final,Final,1,4800,42294,0.6625,Four +,M,Collegiate,4800,10,40,Finished,1753.899,44.22,0.0429,0,0,1753.899,44.22,0.0429,151.9,0,,0,0
,,49,Women's Championship Eights,Boston College,1,,0,Final,Final,1,4800,42295,0.613888889,Eight,W,Championship,4800,21,17,Finished,1717.997,119.37,0.0828,0,0,1717.997,119.37,0.0828,148.1,0,,0,0
,,50,Men's Collegiate Eights,Boston College,1,J. Scaduto,0,Final,Final,1,4800,42295,0.636805556,Eight,M,Collegiate,4800,12,8,Finished,1553.227,20.53,0.022,0,0,1553.227,20.53,0.022,139.3,0,,0,0
,,15,Women's Alumni Eights,Boston College Alumni,1,E. Burr,0,Final,Final,1,4800,42294,0.5375,Eight,W,Alumni,4800,37,21,Finished,2013.823,246.51,0.159,0.5,0,2013.323,246.01,0.1585,206.4,0,,0,0
,,34,Men's Youth Fours,Boston College High School,1,G. De Simone,0,Final,Final,1,4800,42295,0.394444444,Four +,M,Youth,4800,75,21,Finished,1843.925,130.7,0.0878,0,100,1943.925,230.7,0.1459,157.1,0,,0,0
,,35,Men's Youth Eights,Boston College High School,1,T. McGowan,0,Final,Final,1,4800,42295,0.436805556,Eight,M,Youth,4800,21,4,Finished,1603.228,103.23,0.0703,0,0,1603.228,103.23,0.0703,140.3,0,,0,0
,,DCM4X,Directors' Challenge Men's Quads,Boston College High School,1,,0,Final,Final,1,4800,42295,0.538888889,Quad -,M,Challenge,4800,26,14,Finished,1824.898,250.51,0.1825,4.5,0,1820.398,251.88,0.1851,155.1,0,,0,0
,,42,Women's Youth Fours,Boston Latin School,1,C. Russell,0,Final,Final,1,4800,42295,0.511111111,Four +,W,Youth,4800,41,41,Finished,2053.478,152.72,0.0988,0,0,2053.478,152.72,0.0988,210.6,0,,0,0
,,18,Men's Club Eights,Boston University Mens Crew,1,1 - D. Miller,0,Final,Final,1,4800,42294,0.586111111,Eight,M,Club,4800,5,5,Finished,1532.402,27.45,0.0303,0,0,1532.402,27.45,0.0303,137.1,0,,0,0
,,18,Men's Club Eights,Boston University Mens Crew,2,2 - K. Blackburn,0,Final,Final,1,4800,42294,0.586111111,Eight,M,Club,4800,6,7,Finished,1533.515,28.57,0.0316,0,0,1533.515,28.57,0.0316,137.2,0,,0,0
,,18,Men's Club Eights,Boston University Mens Crew,3,3 - R. Srinivas,0,Final,Final,1,4800,42294,0.586111111,Eight,M,Club,4800,8,32,Finished,1545.477,40.53,0.0448,0,0,1545.477,40.53,0.0448,138.5,0,,0,0
,,48,Men's Championship Eights,Boston University Mens Crew,1,1 - A. Marinkovski,0,Final,Final,1,4800,42295,0.604166667,Eight,M,Championship,4800,5,5,Finished,1429.908,10.94,0.0127,0,0,1429.908,10.94,0.0127,130.6,0,,0,0
,,48,Men's Championship Eights,Boston University Mens Crew,2,2 - M. Ponsen,0,Final,Final,1,4800,42295,0.604166667,Eight,M,Championship,4800,12,12,Finished,1454.596,35.63,0.0415,0,0,1454.596,35.63,0.0415,133.2,0,,0,0
,,17,Women's Club Fours,Boston University Womens Crew,1,,0,Final,Final,1,4800,42294,0.565972222,Four +,W,Club,4800,5,5,Finished,1922.187,21.1,0.0185,0,0,1922.187,21.1,0.0185,201.1,0,,0,0
,,19,Women's Club Eights,Boston University Womens Crew,1,,0,Final,Final,1,4800,42294,0.596527778,Eight,W,Club,4800,18,17,Finished,1825.112,115.53,0.0734,0,0,1825.112,115.53,0.0734,155.1,0,,0,0
,,47,Women's Championship Fours,Boston University Womens Crew,1,,0,Final,Final,1,4800,42295,0.594444444,Four +,W,Championship,4800,18,12,Finished,2003.157,229.37,0.1417,0,0,2003.157,229.37,0.1417,205.3,0,,0,0
,,49,Women's Championship Eights,Boston University Womens Crew,1,,0,Final,Final,1,4800,42295,0.613888889,Eight,W,Championship,4800,23,19,Finished,1732.958,134.33,0.0984,0,0,1732.958,134.33,0.0984,149.7,0,,0,0
,,53,Women's Lightweight Fours,Boston University Womens Crew,1,1 - L. Geraghty,0,Final,Final,1,4800,42295,0.661805556,Four +,W,Lightweight,4800,4,4,Finished,1950.222,27.1,0.0233,0,0,1950.222,27.1,0.0233,204,0,,0,0
,,53,Women's Lightweight Fours,Boston University Womens Crew,2,2 - R. Underhill,0,Final,Final,1,4800,42295,0.661805556,Four +,W,Lightweight,4800,9,7,Finished,2039.78,116.66,0.0659,0,0,2039.78,116.66,0.0659,209.1,0,,0,0
,,55,Women's Lightweight Eights,Boston University Womens Crew,1,1 - M. Ippolito,0,Final,Final,1,4800,42295,0.675,Eight,W,Lightweight,4800,3,3,Finished,1715.835,36.56,0.0366,0,0,1715.835,36.56,0.0366,147.9,0,,0,0
,,55,Women's Lightweight Eights,Boston University Womens Crew,2,2,0,Final,Final,1,4800,42295,0.675,Eight,W,Lightweight,4800,8,9,Finished,1849.364,210.08,0.1302,0,0,1849.364,210.08,0.1302,157.6,0,,0,0
,,16,Men's Club Fours,Boulder Community Rowing,1,G. Hofffman,0,Final,Final,1,4800,42294,0.552083333,Four +,M,Club,4800,40,31,Finished,1925.079,230.54,0.1484,0,0,1925.079,230.54,0.1484,201.4,0,,0,0
,,17,Women's Club Fours,Boulder Community Rowing,1,J. Withycombe,0,Final,Final,1,4800,42294,0.565972222,Four +,W,Club,4800,40,22,Finished,2137.704,236.61,0.1372,0,0,2137.704,236.61,0.1372,215.2,0,,0,0
,,2,"Women's Veteran I/II And Senior Veteran I/II Singles [60 - 69, 70+]",Boulder Community Rowing,1,T. Foreman,0,Final,Final,1,4800,42294,0.347222222,Single,W,Veterans,4800,38,40,Finished,2754.383,410.95,0.1763,0,0,2754.383,410.95,0.1763,254.4,0,Vet II,0,0
,,53,Women's Lightweight Fours,Boulder Community Rowing,1,M. Clancy,0,Final,Final,1,4800,42295,0.661805556,Four +,W,Lightweight,4800,12,11,Finished,2157.607,234.49,0.1328,0,0,2157.607,234.49,0.1328,217.3,0,,0,0
,,DCMX2X,Directors Challenge Mixed Doubles,Boulder Community Rowing,1,R. Whidden,0,Final,Final,1,4800,42294,0.710416667,Double,MX,Challenge,4800,13,21,Finished,2118.954,234.43,0.1373,131,0,1947.954,117.4,0.0697,213.2,0,,0,0
,,DCMX4X,Directors' Challenge Mixed Quads,Boulder Community Rowing,1,Mod Quad,0,Final,Final,1,4800,42295,0.624305556,Quad -,MX,Challenge,4800,14,8,Finished,2013.891,306.5,0.1815,115,5,1903.891,155,0.1118,206.4,0,,0,0
,,26,Men's Collegiate Fours,Bowdoin College,1,1 - J. Houston,0,Final,Final,1,4800,42294,0.6625,Four +,M,Collegiate,4800,11,3,Finished,1754.653,44.97,0.0437,0,0,1754.653,44.97,0.0437,151.9,0,,0,0
,,26,Men's Collegiate Fours,Bowdoin College,2,2 - A. Ashrafi,0,Final,Final,1,4800,42294,0.6625,Four +,M,Collegiate,4800,37,13,Finished,1852.848,143.17,0.1002,0,0,1852.848,143.17,0.1002,158,0,,0,0
,,27,Women's Collegiate Fours,Bowdoin College,1,1 - E. Goodpasture,0,Final,Final,1,4800,42294,0.672222222,Four +,W,Collegiate,4800,4,3,Finished,2004.807,33.9,0.029,0,0,2004.807,33.9,0.029,205.5,0,,0,0
,,27,Women's Collegiate Fours,Bowdoin College,2,2,0,Final,Final,1,4800,42294,0.672222222,Four +,W,Collegiate,4800,15,21,Finished,2040.086,109.18,0.0591,0,0,2040.086,109.18,0.0591,209.2,0,,0,0
,,43,Women's Youth Eights,Branksome Hall,1,A. Kent,0,Final,Final,1,4800,42295,0.55,Eight,W,Youth,4800,47,43,Finished,1851.865,204.93,0.1241,0,0,1851.865,204.93,0.1241,157.9,0,,0,0
,,1,Men's Senior Veteran Singles I And II [70+],Brattleboro Row-Boc,1,D. Gessner,0,Final,Final,1,4800,42294,0.333333333,Single,M,Veterans,4800,49,41,Finished,3114.143,944.72,0.4535,0,25,3139.143,1009.72,0.4729,315.2,0,Sr. Vet I,0,0
,,6,Men's Senior Master Eights [50+],Brigantine Rowing Club,1,A. Stefanski,0,Final,Final,1,4800,42294,0.420138889,Eight,M,Masters,4800,34,28,Finished,1817.553,203.41,0.1267,0,0,1817.553,203.41,0.1267,154.3,0,,0,0
,,34,Men's Youth Fours,Brighton Rowing Club,1,Q. Coughlin,0,Final,Final,1,4800,42295,0.394444444,Four +,M,Youth,4800,69,77,Finished,1925.613,212.38,0.1281,0,0,1925.613,212.38,0.1281,201.4,0,,0,0
,,39,Women's Youth Doubles,Brighton Rowing Club,1,H. Siegrist,0,Final,Final,1,4800,42295,0.484027778,Double,W,Youth,4800,15,15,Finished,2131.31,154.85,0.0976,0,0,2131.31,154.85,0.0976,214.5,0,,0,0
,,42,Women's Youth Fours,Brighton Rowing Club,1,C. Garth,0,Final,Final,1,4800,42295,0.511111111,Four +,W,Youth,4800,62,31,Finished,2128.891,228.13,0.1299,0,0,2128.891,228.13,0.1299,214.3,0,,0,0
,,52,Men's Lightweight Fours,Brock University,1,B. Cushnie,0,Final,Final,1,4800,42295,0.656944444,Four +,M,Lightweight,4800,7,1,Finished,1747.122,101.2,0.0608,0,0,1747.122,101.2,0.0608,151.2,0,,0,0
,,38,Men's Youth Doubles,Brockville Rowing Club,1,N. Everett,0,Final,Final,1,4800,42295,0.472916667,Double,M,Youth,4800,5,51,Finished,1810.431,20.99,0.0196,0,0,1810.431,20.99,0.0196,153.6,0,,0,0
,,34,Men's Youth Fours,Bromfield Acton Boxborough Rowing,1,L. Basile,0,Final,Final,1,4800,42295,0.394444444,Four +,M,Youth,4800,9,17,Finished,1744.132,30.9,0.0299,0,0,1744.132,30.9,0.0299,150.8,0,,0,0
,,38,Men's Youth Doubles,Bromfield Acton Boxborough Rowing,1,C. Winsor,0,Final,Final,1,4800,42295,0.472916667,Double,M,Youth,4800,18,20,Finished,1903.188,113.75,0.069,0,0,1903.188,113.75,0.069,159.1,0,,0,0
,,42,Women's Youth Fours,Bromfield Acton Boxborough Rowing,1,K. Stecyk,0,Final,Final,1,4800,42295,0.511111111,Four +,W,Youth,4800,8,30,Finished,1949.716,48.96,0.0429,0,0,1949.716,48.96,0.0429,203.9,0,,0,0
,,43,Women's Youth Eights,Bromfield Acton Boxborough Rowing,1,E. Stoffel,0,Final,Final,1,4800,42295,0.55,Eight,W,Youth,4800,62,17,Finished,1928.474,241.53,0.1604,0,0,1928.474,241.53,0.1604,201.7,0,,0,0
,,34,Men's Youth Fours,Brooks School Crew,1,B. Harmange,0,Final,Final,1,4800,42295,0.394444444,Four +,M,Youth,4800,40,71,Finished,1824.835,111.61,0.0693,0,0,1824.835,111.61,0.0693,155.1,0,,0,0
,,34,Men's Youth Fours,Brophy College Prep Crew,1,J. Fanger,0,Final,Final,1,4800,42295,0.394444444,Four +,M,Youth,4800,73,33,Finished,1935.427,222.2,0.1376,0,0,1935.427,222.2,0.1376,202.4,0,,0,0
