"","place_id","lat","long"
"317","ChIJpR3aJGdy44kRgScTzkKxMyc",42.4544251,-71.0241464
"318","ChIJFcS7ef1x44kRmPHfOM5Nmww",42.3974353,-70.9922177
"319","ChIJ4wLe-WBy44kRexCunWopB30",42.4583974,-71.023438
"320","ChIJw7AfsTIT44kRfj5PJfGZyT4",42.4850814,-70.94053
"321","ChIJCQEyRD9y44kRih02nSFDyos",42.441433,-71.030585
"322","ChIJFcS7ef1x44kRssM6gSdYqbE",42.4057562,-71.0149091
"323","ChIJ4RiVsopy44kRUG6JPMJFsKA",42.46127,-71.027291
"324","ChIJW9OU2Udu44kRT1Th4jELq3g",42.3860724,-70.9768051
"325","ChIJQ06tkttx44kRN03H4rbO5Sc",42.396221,-71.008796
"326","ChIJCyLpocFx44kRBE8PruIzsOQ",42.400895,-71.021604
"327","ChIJSXkE-DgT44kRZ1bq2zUnAF8",42.4945627,-70.9331118
"328","ChIJK9Oo0i5y44kRxtXCNTqNxoE",42.4304133,-71.0422526
"329","ChIJG9LdUsFx44kRS131bpgTnyw",42.39823,-71.020701
"330","ChIJ77xPqL5y44kRVgReJ6qm2gQ",42.4830244,-71.0205606
"331","ChIJ65ZUtC1u44kRUjMFCP7KwjQ",42.3827761,-70.9935971
"332","ChIJobnH9YNx44kRMfNAWts6PQI",42.4199077,-71.0437296
"333","ChIJ_c-dxq4U44kRcHTuK1zoEQo",42.4832437,-70.9014803
"334","ChIJEzmQ6e9y44kRSSkAN8JTVns",42.473066,-71.036117
