ID,Description
gene1309,ID=gene1309;Name=pckA;Dbxref=GeneID:1028653;gbkey=Gene;gene=pckA;locus_tag=SMU_1389;old_locus_tag=SMU.1389
gene1313,ID=gene1313;Name=SMU_1393c;Dbxref=GeneID:1028660;gbkey=Gene;locus_tag=SMU_1393c;old_locus_tag=SMU.1393c
gene1314,ID=gene1314;Name=lepA;Dbxref=GeneID:1028704;gbkey=Gene;gene=lepA;locus_tag=SMU_1394;old_locus_tag=SMU.1394
gene1317,ID=gene1317;Name=SMU_1397c;Dbxref=GeneID:1028722;gbkey=Gene;locus_tag=SMU_1397c;old_locus_tag=SMU.1397c
gene1321,ID=gene1321;Name=SMU_1402c;Dbxref=GeneID:1028098;gbkey=Gene;locus_tag=SMU_1402c;old_locus_tag=SMU.1402c
gene1322,ID=gene1322;Name=SMU_1403c;Dbxref=GeneID:1029503;gbkey=Gene;locus_tag=SMU_1403c;old_locus_tag=SMU.1403c
gene1323,ID=gene1323;Name=SMU_1404c;Dbxref=GeneID:1028664;gbkey=Gene;locus_tag=SMU_1404c;old_locus_tag=SMU.1404c
gene1324,ID=gene1324;Name=SMU_1405c;Dbxref=GeneID:1028661;gbkey=Gene;locus_tag=SMU_1405c;old_locus_tag=SMU.1405c
gene1325,ID=gene1325;Name=SMU_1406c;Dbxref=GeneID:1028659;gbkey=Gene;locus_tag=SMU_1406c;old_locus_tag=SMU.1406c
gene1328,ID=gene1328;Name=SMU_1409c;Dbxref=GeneID:1028667;gbkey=Gene;locus_tag=SMU_1409c;old_locus_tag=SMU.1409c
gene1329,ID=gene1329;Name=SMU_1410;Dbxref=GeneID:1028670;gbkey=Gene;locus_tag=SMU_1410;old_locus_tag=SMU.1410
gene1331,ID=gene1331;Name=SMU_1412c;Dbxref=GeneID:1028693;gbkey=Gene;locus_tag=SMU_1412c;old_locus_tag=SMU.1412c
gene1332,ID=gene1332;Name=SMU_1414c;Dbxref=GeneID:1028674;gbkey=Gene;locus_tag=SMU_1414c;old_locus_tag=SMU.1414c
gene1339,ID=gene1339;Name=pdhC;Dbxref=GeneID:1028680;gbkey=Gene;gene=pdhC;locus_tag=SMU_1421;old_locus_tag=SMU.1421
gene1340,ID=gene1340;Name=pdhB;Dbxref=GeneID:1028679;gbkey=Gene;gene=pdhB;locus_tag=SMU_1422;old_locus_tag=SMU.1422
gene1341,ID=gene1341;Name=pdhA;Dbxref=GeneID:1028684;gbkey=Gene;gene=pdhA;locus_tag=SMU_1423;old_locus_tag=SMU.1423
gene1343,ID=gene1343;Name=clpB;Dbxref=GeneID:1028678;gbkey=Gene;gene=clpB;locus_tag=SMU_1425;old_locus_tag=SMU.1425
gene1344,ID=gene1344;Name=SMU_1426c;Dbxref=GeneID:1028685;gbkey=Gene;locus_tag=SMU_1426c;old_locus_tag=SMU.1426c
gene1345,ID=gene1345;Name=SMU_1427c;Dbxref=GeneID:1028683;gbkey=Gene;locus_tag=SMU_1427c;old_locus_tag=SMU.1427c
gene1347,ID=gene1347;Name=murC2;Dbxref=GeneID:1028689;gbkey=Gene;gene=murC2;locus_tag=SMU_1429;old_locus_tag=SMU.1429
gene1350,ID=gene1350;Name=SMU_1432c;Dbxref=GeneID:1028692;gbkey=Gene;locus_tag=SMU_1432c;old_locus_tag=SMU.1432c
gene1351,ID=gene1351;Name=SMU_1434c;Dbxref=GeneID:1028717;gbkey=Gene;locus_tag=SMU_1434c;old_locus_tag=SMU.1434c
gene1352,ID=gene1352;Name=SMU_1435c;Dbxref=GeneID:1028716;gbkey=Gene;locus_tag=SMU_1435c;old_locus_tag=SMU.1435c
gene1353,ID=gene1353;Name=SMU_1436c;Dbxref=GeneID:1028694;gbkey=Gene;locus_tag=SMU_1436c;old_locus_tag=SMU.1436c
gene1355,ID=gene1355;Name=SMU_1438c;Dbxref=GeneID:1028690;gbkey=Gene;locus_tag=SMU_1438c;old_locus_tag=SMU.1438c
gene1356,ID=gene1356;Name=SMU_1442c;Dbxref=GeneID:1028696;gbkey=Gene;locus_tag=SMU_1442c;old_locus_tag=SMU.1442c
gene1362,ID=gene1362;Name=SMU_1449;Dbxref=GeneID:1028699;gbkey=Gene;locus_tag=SMU_1449;old_locus_tag=SMU.1449
gene1366,ID=gene1366;Name=SMU_1453c;Dbxref=GeneID:1028701;gbkey=Gene;locus_tag=SMU_1453c;old_locus_tag=SMU.1453c
gene1367,ID=gene1367;Name=SMU_1454c;Dbxref=GeneID:1028707;gbkey=Gene;locus_tag=SMU_1454c;old_locus_tag=SMU.1454c
gene1368,ID=gene1368;Name=mutX;Dbxref=GeneID:1028738;gbkey=Gene;gene=mutX;locus_tag=SMU_1455;old_locus_tag=SMU.1455
gene1370,ID=gene1370;Name=rmlB;Dbxref=GeneID:1028708;gbkey=Gene;gene=rmlB;locus_tag=SMU_1457;old_locus_tag=SMU.1457
gene1371,ID=gene1371;Name=SMU_1459c;Dbxref=GeneID:1028508;gbkey=Gene;locus_tag=SMU_1459c;old_locus_tag=SMU.1459c
gene1372,ID=gene1372;Name=rmlC;Dbxref=GeneID:1028509;gbkey=Gene;gene=rmlC;locus_tag=SMU_1460;old_locus_tag=SMU.1460
gene1373,ID=gene1373;Name=rmlA;Dbxref=GeneID:1028711;gbkey=Gene;gene=rmlA;locus_tag=SMU_1461;old_locus_tag=SMU.1461
gene1376,ID=gene1376;Name=SMU_1464c;Dbxref=GeneID:1028713;gbkey=Gene;locus_tag=SMU_1464c;old_locus_tag=SMU.1464c
gene1378,ID=gene1378;Name=metA;Dbxref=GeneID:1029515;gbkey=Gene;gene=metA;locus_tag=SMU_1466;old_locus_tag=SMU.1466
gene1381,ID=gene1381;Name=SMU_1471c;Dbxref=GeneID:1028712;gbkey=Gene;locus_tag=SMU_1471c;old_locus_tag=SMU.1471c
gene1382,ID=gene1382;Name=recJ;Dbxref=GeneID:1028720;gbkey=Gene;gene=recJ;locus_tag=SMU_1472;old_locus_tag=SMU.1472
gene1383,ID=gene1383;Name=SMU_1473c;Dbxref=GeneID:1027955;gbkey=Gene;locus_tag=SMU_1473c;old_locus_tag=SMU.1473c
gene1384,ID=gene1384;Name=SMU_1474c;Dbxref=GeneID:1029577;gbkey=Gene;locus_tag=SMU_1474c;old_locus_tag=SMU.1474c
gene1388,ID=gene1388;Name=SMU_1479;Dbxref=GeneID:1028724;gbkey=Gene;locus_tag=SMU_1479;old_locus_tag=SMU.1479
gene1393,ID=gene1393;Name=SMU_1485c;Dbxref=GeneID:1028728;gbkey=Gene;locus_tag=SMU_1485c;old_locus_tag=SMU.1485c
gene1394,ID=gene1394;Name=SMU_1486c;Dbxref=GeneID:1028731;gbkey=Gene;locus_tag=SMU_1486c;old_locus_tag=SMU.1486c
gene1397,ID=gene1397;Name=lacX;Dbxref=GeneID:1028735;gbkey=Gene;gene=lacX;locus_tag=SMU_1489;old_locus_tag=SMU.1489
gene1398,ID=gene1398;Name=lacG;Dbxref=GeneID:1028734;gbkey=Gene;gene=lacG;locus_tag=SMU_1490;old_locus_tag=SMU.1490
gene1403,ID=gene1403;Name=lacB;Dbxref=GeneID:1028742;gbkey=Gene;gene=lacB;locus_tag=SMU_1495;old_locus_tag=SMU.1495
gene1404,ID=gene1404;Name=lacA;Dbxref=GeneID:1028741;gbkey=Gene;gene=lacA;locus_tag=SMU_1496;old_locus_tag=SMU.1496
gene1405,ID=gene1405;Name=lacR;Dbxref=GeneID:1028740;gbkey=Gene;gene=lacR;locus_tag=SMU_1498;old_locus_tag=SMU.1498
gene1408,ID=gene1408;Name=SMU_1502c;Dbxref=GeneID:1028743;gbkey=Gene;locus_tag=SMU_1502c;old_locus_tag=SMU.1502c
gene1411,ID=gene1411;Name=SMU_1506c;Dbxref=GeneID:1028746;gbkey=Gene;locus_tag=SMU_1506c;old_locus_tag=SMU.1506c
gene1412,ID=gene1412;Name=SMU_1507c;Dbxref=GeneID:1028750;gbkey=Gene;locus_tag=SMU_1507c;old_locus_tag=SMU.1507c
gene1417,ID=gene1417;Name=syfA;Dbxref=GeneID:1028752;gbkey=Gene;gene=syfA;locus_tag=SMU_1512;old_locus_tag=SMU.1512
gene1423,ID=gene1423;Name=glnQ;Dbxref=GeneID:1028758;gbkey=Gene;gene=glnQ;locus_tag=SMU_1519;old_locus_tag=SMU.1519
gene1424,ID=gene1424;Name=SMU_1520;Dbxref=GeneID:1028763;gbkey=Gene;locus_tag=SMU_1520;old_locus_tag=SMU.1520
gene1434,ID=gene1434;Name=atpD;Dbxref=GeneID:1028772;gbkey=Gene;gene=atpD;locus_tag=SMU_1530;old_locus_tag=SMU.1530
gene1435,ID=gene1435;Name=atpE;Dbxref=GeneID:1028771;gbkey=Gene;gene=atpE;locus_tag=SMU_1531;old_locus_tag=SMU.1531
gene1436,ID=gene1436;Name=atpF;Dbxref=GeneID:1028776;gbkey=Gene;gene=atpF;locus_tag=SMU_1532;old_locus_tag=SMU.1532
gene1439,ID=gene1439;Name=phsG;Dbxref=GeneID:1028779;gbkey=Gene;gene=phsG;locus_tag=SMU_1535;old_locus_tag=SMU.1535
gene1440,ID=gene1440;Name=glgA;Dbxref=GeneID:1028778;gbkey=Gene;gene=glgA;locus_tag=SMU_1536;old_locus_tag=SMU.1536
gene1441,ID=gene1441;Name=glgD;Dbxref=GeneID:1028777;gbkey=Gene;gene=glgD;locus_tag=SMU_1537;old_locus_tag=SMU.1537
gene1442,ID=gene1442;Name=glgC;Dbxref=GeneID:1028782;gbkey=Gene;gene=glgC;locus_tag=SMU_1538;old_locus_tag=SMU.1538
gene1443,ID=gene1443;Name=glgB;Dbxref=GeneID:1028781;gbkey=Gene;gene=glgB;locus_tag=SMU_1539;old_locus_tag=SMU.1539
gene1446,ID=gene1446;Name=dnlJ;Dbxref=GeneID:1028784;gbkey=Gene;gene=dnlJ;locus_tag=SMU_1543;old_locus_tag=SMU.1543
gene1447,ID=gene1447;Name=SMU_1545c;Dbxref=GeneID:1028783;gbkey=Gene;locus_tag=SMU_1545c;old_locus_tag=SMU.1545c
gene1448,ID=gene1448;Name=SMU_1546;Dbxref=GeneID:1028788;gbkey=Gene;locus_tag=SMU_1546;old_locus_tag=SMU.1546
gene1449,ID=gene1449;Name=SMU_1547c;Dbxref=GeneID:1028786;gbkey=Gene;locus_tag=SMU_1547c;old_locus_tag=SMU.1547c
gene1450,ID=gene1450;Name=SMU_1548c;Dbxref=GeneID:1028787;gbkey=Gene;locus_tag=SMU_1548c;old_locus_tag=SMU.1548c
gene1451,ID=gene1451;Name=SMU_1550c;Dbxref=GeneID:1028791;gbkey=Gene;locus_tag=SMU_1550c;old_locus_tag=SMU.1550c
gene1452,ID=gene1452;Name=SMU_1551c;Dbxref=GeneID:1028790;gbkey=Gene;locus_tag=SMU_1551c;old_locus_tag=SMU.1551c
gene1453,ID=gene1453;Name=SMU_1552c;Dbxref=GeneID:1028789;gbkey=Gene;locus_tag=SMU_1552c;old_locus_tag=SMU.1552c
gene1456,ID=gene1456;Name=SMU_1555c;Dbxref=GeneID:1028792;gbkey=Gene;locus_tag=SMU_1555c;old_locus_tag=SMU.1555c
gene1461,ID=gene1461;Name=trkB;Dbxref=GeneID:1028799;gbkey=Gene;gene=trkB;locus_tag=SMU_1561;old_locus_tag=SMU.1561
gene1462,ID=gene1462;Name=trk;Dbxref=GeneID:1028798;gbkey=Gene;gene=trk;locus_tag=SMU_1562;old_locus_tag=SMU.1562
gene1463,ID=gene1463;Name=pacL;Dbxref=GeneID:1028803;gbkey=Gene;gene=pacL;locus_tag=SMU_1563;old_locus_tag=SMU.1563
gene1464,ID=gene1464;Name=glgP;Dbxref=GeneID:1028802;gbkey=Gene;gene=glgP;locus_tag=SMU_1564;old_locus_tag=SMU.1564
gene1465,ID=gene1465;Name=malQ;Dbxref=GeneID:1028801;gbkey=Gene;gene=malQ;locus_tag=SMU_1565;old_locus_tag=SMU.1565
gene1467,ID=gene1467;Name=malX;Dbxref=GeneID:1028671;gbkey=Gene;gene=malX;locus_tag=SMU_1568;old_locus_tag=SMU.1568
gene1468,ID=gene1468;Name=malF;Dbxref=GeneID:1028615;gbkey=Gene;gene=malF;locus_tag=SMU_1569;old_locus_tag=SMU.1569
gene1469,ID=gene1469;Name=malG;Dbxref=GeneID:1028808;gbkey=Gene;gene=malG;locus_tag=SMU_1570;old_locus_tag=SMU.1570
gene1470,ID=gene1470;Name=SMU_1571;Dbxref=GeneID:1028806;gbkey=Gene;locus_tag=SMU_1571;old_locus_tag=SMU.1571
gene1473,ID=gene1473;Name=SMU_1574c;Dbxref=GeneID:1028810;gbkey=Gene;locus_tag=SMU_1574c;old_locus_tag=SMU.1574c
gene1476,ID=gene1476;Name=SMU_1577c;Dbxref=GeneID:1028813;gbkey=Gene;locus_tag=SMU_1577c;old_locus_tag=SMU.1577c
gene1480,ID=gene1480;Name=SMU_1582c;Dbxref=GeneID:1028815;gbkey=Gene;locus_tag=SMU_1582c;old_locus_tag=SMU.1582c
gene1492,ID=gene1492;Name=ptcC;Dbxref=GeneID:1028827;gbkey=Gene;gene=ptcC;locus_tag=SMU_1596;old_locus_tag=SMU.1596
gene1493,ID=gene1493;Name=SMU_1597c;Dbxref=GeneID:1028832;gbkey=Gene;locus_tag=SMU_1597c;old_locus_tag=SMU.1597c
gene1494,ID=gene1494;Name=ptcA;Dbxref=GeneID:1028831;gbkey=Gene;gene=ptcA;locus_tag=SMU_1598;old_locus_tag=SMU.1598
gene1495,ID=gene1495;Name=celR;Dbxref=GeneID:1028830;gbkey=Gene;gene=celR;locus_tag=SMU_1599;old_locus_tag=SMU.1599
gene1496,ID=gene1496;Name=ptcB;Dbxref=GeneID:1028835;gbkey=Gene;gene=ptcB;locus_tag=SMU_1600;old_locus_tag=SMU.1600
gene1497,ID=gene1497;Name=bgl;Dbxref=GeneID:1028834;gbkey=Gene;gene=bgl;locus_tag=SMU_1601;old_locus_tag=SMU.1601
gene1501,ID=gene1501;Name=SMU_1605;Dbxref=GeneID:1028863;gbkey=Gene;locus_tag=SMU_1605;old_locus_tag=SMU.1605
gene1505,ID=gene1505;Name=rl33;Dbxref=GeneID:1028842;gbkey=Gene;gene=rl33;locus_tag=SMU_1610;old_locus_tag=SMU.1610
gene1506,ID=gene1506;Name=SMU_1611c;Dbxref=GeneID:1028841;gbkey=Gene;locus_tag=SMU_1611c;old_locus_tag=SMU.1611c
gene1507,ID=gene1507;Name=SMU_1612c;Dbxref=GeneID:1028840;gbkey=Gene;locus_tag=SMU_1612c;old_locus_tag=SMU.1612c
gene1515,ID=gene1515;Name=phoH;Dbxref=GeneID:1028850;gbkey=Gene;gene=phoH;locus_tag=SMU_1620;old_locus_tag=SMU.1620
gene1516,ID=gene1516;Name=SMU_1621c;Dbxref=GeneID:1028849;gbkey=Gene;locus_tag=SMU_1621c;old_locus_tag=SMU.1621c
gene1518,ID=gene1518;Name=SMU_1623c;Dbxref=GeneID:1028853;gbkey=Gene;locus_tag=SMU_1623c;old_locus_tag=SMU.1623c
gene1523,ID=gene1523;Name=SMU_1628;Dbxref=GeneID:1028862;gbkey=Gene;locus_tag=SMU_1628;old_locus_tag=SMU.1628
gene1525,ID=gene1525;Name=SMU_1631;Dbxref=GeneID:1028859;gbkey=Gene;locus_tag=SMU_1631;old_locus_tag=SMU.1631
gene1534,ID=gene1534;Name=SMU_1641c;Dbxref=GeneID:1028870;gbkey=Gene;locus_tag=SMU_1641c;old_locus_tag=SMU.1641c
gene1536,ID=gene1536;Name=SMU_1643c;Dbxref=GeneID:1028874;gbkey=Gene;locus_tag=SMU_1643c;old_locus_tag=SMU.1643c
gene1538,ID=gene1538;Name=SMU_1645;Dbxref=GeneID:1028878;gbkey=Gene;locus_tag=SMU_1645;old_locus_tag=SMU.1645
gene1541,ID=gene1541;Name=SMU_1648c;Dbxref=GeneID:1028881;gbkey=Gene;locus_tag=SMU_1648c;old_locus_tag=SMU.1648c
gene1542,ID=gene1542;Name=exoA;Dbxref=GeneID:1028880;gbkey=Gene;gene=exoA;locus_tag=SMU_1649;old_locus_tag=SMU.1649
gene1546,ID=gene1546;Name=serA;Dbxref=GeneID:1028882;gbkey=Gene;gene=serA;locus_tag=SMU_1653;old_locus_tag=SMU.1653
gene1547,ID=gene1547;Name=SMU_1654c;Dbxref=GeneID:1028887;gbkey=Gene;locus_tag=SMU_1654c;old_locus_tag=SMU.1654c
gene1555,ID=gene1555;Name=holB;Dbxref=GeneID:1028896;gbkey=Gene;gene=holB;locus_tag=SMU_1662;old_locus_tag=SMU.1662
gene1559,ID=gene1559;Name=livG;Dbxref=GeneID:1028901;gbkey=Gene;gene=livG;locus_tag=SMU_1666;old_locus_tag=SMU.1666
gene1560,ID=gene1560;Name=livM;Dbxref=GeneID:1028902;gbkey=Gene;gene=livM;locus_tag=SMU_1667;old_locus_tag=SMU.1667
gene1561,ID=gene1561;Name=livH;Dbxref=GeneID:1028903;gbkey=Gene;gene=livH;locus_tag=SMU_1668;old_locus_tag=SMU.1668
gene1562,ID=gene1562;Name=livK;Dbxref=GeneID:1028904;gbkey=Gene;gene=livK;locus_tag=SMU_1669;old_locus_tag=SMU.1669
gene1564,ID=gene1564;Name=SMU_1671c;Dbxref=GeneID:1028906;gbkey=Gene;locus_tag=SMU_1671c;old_locus_tag=SMU.1671c
gene1565,ID=gene1565;Name=clpP;Dbxref=GeneID:1028907;gbkey=Gene;gene=clpP;locus_tag=SMU_1672;old_locus_tag=SMU.1672
gene1567,ID=gene1567;Name=metC;Dbxref=GeneID:1028910;gbkey=Gene;gene=metC;locus_tag=SMU_1674;old_locus_tag=SMU.1674
gene1568,ID=gene1568;Name=metB;Dbxref=GeneID:1028911;gbkey=Gene;gene=metB;locus_tag=SMU_1675;old_locus_tag=SMU.1675
gene1571,ID=gene1571;Name=SMU_1678;Dbxref=GeneID:1028913;gbkey=Gene;locus_tag=SMU_1678;old_locus_tag=SMU.1678
gene1575,ID=gene1575;Name=SMU_1682c;Dbxref=GeneID:1028917;gbkey=Gene;locus_tag=SMU_1682c;old_locus_tag=SMU.1682c
gene1577,ID=gene1577;Name=SMU_1685c;Dbxref=GeneID:1028921;gbkey=Gene;locus_tag=SMU_1685c;old_locus_tag=SMU.1685c
gene1578,ID=gene1578;Name=ppaC;Dbxref=GeneID:1028922;gbkey=Gene;gene=ppaC;locus_tag=SMU_1687;old_locus_tag=SMU.1687
gene1579,ID=gene1579;Name=dltD;Dbxref=GeneID:1028924;gbkey=Gene;gene=dltD;locus_tag=SMU_1688;old_locus_tag=SMU.1688
gene1580,ID=gene1580;Name=dltC;Dbxref=GeneID:1028923;gbkey=Gene;gene=dltC;locus_tag=SMU_1689;old_locus_tag=SMU.1689
gene1581,ID=gene1581;Name=dltB;Dbxref=GeneID:1029545;gbkey=Gene;gene=dltB;locus_tag=SMU_1690;old_locus_tag=SMU.1690
gene1582,ID=gene1582;Name=dltA;Dbxref=GeneID:1028915;gbkey=Gene;gene=dltA;locus_tag=SMU_1691;old_locus_tag=SMU.1691
gene1586,ID=gene1586;Name=SMU_1695;Dbxref=GeneID:1028928;gbkey=Gene;locus_tag=SMU_1695;old_locus_tag=SMU.1695
gene1588,ID=gene1588;Name=SMU_1699c;Dbxref=GeneID:1028931;gbkey=Gene;locus_tag=SMU_1699c;old_locus_tag=SMU.1699c
gene1589,ID=gene1589;Name=SMU_1700c;Dbxref=GeneID:1028929;gbkey=Gene;locus_tag=SMU_1700c;old_locus_tag=SMU.1700c
gene1590,ID=gene1590;Name=SMU_1701c;Dbxref=GeneID:1028919;gbkey=Gene;locus_tag=SMU_1701c;old_locus_tag=SMU.1701c
gene1593,ID=gene1593;Name=SMU_1704;Dbxref=GeneID:1028933;gbkey=Gene;locus_tag=SMU_1704;old_locus_tag=SMU.1704
gene1594,ID=gene1594;Name=SMU_1705;Dbxref=GeneID:1028934;gbkey=Gene;locus_tag=SMU_1705;old_locus_tag=SMU.1705
gene1595,ID=gene1595;Name=SMU_1706;Dbxref=GeneID:1028935;gbkey=Gene;locus_tag=SMU_1706;old_locus_tag=SMU.1706
gene1597,ID=gene1597;Name=trkA;Dbxref=GeneID:1028937;gbkey=Gene;gene=trkA;locus_tag=SMU_1708;old_locus_tag=SMU.1708
gene1598,ID=gene1598;Name=trkH;Dbxref=GeneID:1028938;gbkey=Gene;gene=trkH;locus_tag=SMU_1709;old_locus_tag=SMU.1709
gene1599,ID=gene1599;Name=SMU_1710c;Dbxref=GeneID:1028941;gbkey=Gene;locus_tag=SMU_1710c;old_locus_tag=SMU.1710c
gene1600,ID=gene1600;Name=rluB;Dbxref=GeneID:1028942;gbkey=Gene;gene=rluB;locus_tag=SMU_1711;old_locus_tag=SMU.1711
gene1601,ID=gene1601;Name=SMU_1712c;Dbxref=GeneID:1028939;gbkey=Gene;locus_tag=SMU_1712c;old_locus_tag=SMU.1712c
gene1602,ID=gene1602;Name=SMU_1713c;Dbxref=GeneID:1029544;gbkey=Gene;locus_tag=SMU_1713c;old_locus_tag=SMU.1713c
gene1603,ID=gene1603;Name=SMU_1714c;Dbxref=GeneID:1028972;gbkey=Gene;locus_tag=SMU_1714c;old_locus_tag=SMU.1714c
gene1604,ID=gene1604;Name=SMU_1715c;Dbxref=GeneID:1028940;gbkey=Gene;locus_tag=SMU_1715c;old_locus_tag=SMU.1715c
gene1605,ID=gene1605;Name=SMU_1716c;Dbxref=GeneID:1028860;gbkey=Gene;locus_tag=SMU_1716c;old_locus_tag=SMU.1716c
gene1606,ID=gene1606;Name=SMU_1717c;Dbxref=GeneID:1028805;gbkey=Gene;locus_tag=SMU_1717c;old_locus_tag=SMU.1717c
gene1607,ID=gene1607;Name=murI;Dbxref=GeneID:1028943;gbkey=Gene;gene=murI;locus_tag=SMU_1718;old_locus_tag=SMU.1718
gene1611,ID=gene1611;Name=SMU_1723c;Dbxref=GeneID:1028949;gbkey=Gene;locus_tag=SMU_1723c;old_locus_tag=SMU.1723c
gene1612,ID=gene1612;Name=SMU_1724c;Dbxref=GeneID:1028950;gbkey=Gene;locus_tag=SMU_1724c;old_locus_tag=SMU.1724c
gene1614,ID=gene1614;Name=SMU_1727;Dbxref=GeneID:1028952;gbkey=Gene;locus_tag=SMU_1727;old_locus_tag=SMU.1727
gene1615,ID=gene1615;Name=greA;Dbxref=GeneID:1028953;gbkey=Gene;gene=greA;locus_tag=SMU_1728;old_locus_tag=SMU.1728
gene1621,ID=gene1621;Name=accA;Dbxref=GeneID:1028945;gbkey=Gene;gene=accA;locus_tag=SMU_1734;old_locus_tag=SMU.1734
gene1623,ID=gene1623;Name=accC;Dbxref=GeneID:1029543;gbkey=Gene;gene=accC;locus_tag=SMU_1736;old_locus_tag=SMU.1736
gene1631,ID=gene1631;Name=fabH;Dbxref=GeneID:1028965;gbkey=Gene;gene=fabH;locus_tag=SMU_1744;old_locus_tag=SMU.1744
gene1632,ID=gene1632;Name=SMU_1745c;Dbxref=GeneID:1028966;gbkey=Gene;locus_tag=SMU_1745c;old_locus_tag=SMU.1745c
gene1633,ID=gene1633;Name=SMU_1746c;Dbxref=GeneID:1028967;gbkey=Gene;locus_tag=SMU_1746c;old_locus_tag=SMU.1746c
gene1636,ID=gene1636;Name=SMU_t41;Dbxref=GeneID:2886094;gbkey=Gene;locus_tag=SMU_t41
gene1638,ID=gene1638;Name=SMU_t43;Dbxref=GeneID:2886091;gbkey=Gene;locus_tag=SMU_t43
gene1640,ID=gene1640;Name=SMU_t45;Dbxref=GeneID:2886101;gbkey=Gene;locus_tag=SMU_t45
gene1641,ID=gene1641;Name=SMU_t46;Dbxref=GeneID:2886095;gbkey=Gene;locus_tag=SMU_t46
gene1642,ID=gene1642;Name=SMU_t47;Dbxref=GeneID:2886050;gbkey=Gene;locus_tag=SMU_t47
gene1646,ID=gene1646;Name=SMU_r08;Dbxref=GeneID:2886052;gbkey=Gene;locus_tag=SMU_r08
gene1647,ID=gene1647;Name=SMU_t50;Dbxref=GeneID:2886067;gbkey=Gene;locus_tag=SMU_t50
gene1649,ID=gene1649;Name=SMU_1750c;Dbxref=GeneID:1028975;gbkey=Gene;locus_tag=SMU_1750c;old_locus_tag=SMU.1750c
gene1650,ID=gene1650;Name=SMU_1752c;Dbxref=GeneID:1028979;gbkey=Gene;locus_tag=SMU_1752c;old_locus_tag=SMU.1752c
gene1651,ID=gene1651;Name=SMU_1753c;Dbxref=GeneID:1028980;gbkey=Gene;locus_tag=SMU_1753c;old_locus_tag=SMU.1753c
gene1652,ID=gene1652;Name=SMU_1754c;Dbxref=GeneID:1028976;gbkey=Gene;locus_tag=SMU_1754c;old_locus_tag=SMU.1754c
gene1653,ID=gene1653;Name=SMU_1755c;Dbxref=GeneID:1028973;gbkey=Gene;locus_tag=SMU_1755c;old_locus_tag=SMU.1755c
gene1654,ID=gene1654;Name=SMU_1757c;Dbxref=GeneID:1028969;gbkey=Gene;locus_tag=SMU_1757c;old_locus_tag=SMU.1757c
gene1655,ID=gene1655;Name=SMU_1758c;Dbxref=GeneID:1028977;gbkey=Gene;locus_tag=SMU_1758c;old_locus_tag=SMU.1758c
gene1656,ID=gene1656;Name=SMU_1760c;Dbxref=GeneID:1028909;gbkey=Gene;locus_tag=SMU_1760c;old_locus_tag=SMU.1760c
gene1657,ID=gene1657;Name=SMU_1761c;Dbxref=GeneID:1028900;gbkey=Gene;locus_tag=SMU_1761c;old_locus_tag=SMU.1761c
gene1658,ID=gene1658;Name=SMU_1762c;Dbxref=GeneID:1028978;gbkey=Gene;locus_tag=SMU_1762c;old_locus_tag=SMU.1762c
gene1659,ID=gene1659;Name=SMU_1763c;Dbxref=GeneID:1029542;gbkey=Gene;locus_tag=SMU_1763c;old_locus_tag=SMU.1763c
gene1660,ID=gene1660;Name=SMU_1764c;Dbxref=GeneID:1028998;gbkey=Gene;locus_tag=SMU_1764c;old_locus_tag=SMU.1764c
gene1661,ID=gene1661;Name=SMU_1765c;Dbxref=GeneID:1028981;gbkey=Gene;locus_tag=SMU_1765c;old_locus_tag=SMU.1765c
gene1662,ID=gene1662;Name=SMU_1766c;Dbxref=GeneID:1028985;gbkey=Gene;locus_tag=SMU_1766c;old_locus_tag=SMU.1766c
gene1663,ID=gene1663;Name=SMU_1767c;Dbxref=GeneID:1028986;gbkey=Gene;locus_tag=SMU_1767c;old_locus_tag=SMU.1767c
gene1664,ID=gene1664;Name=SMU_1768c;Dbxref=GeneID:1028987;gbkey=Gene;locus_tag=SMU_1768c;old_locus_tag=SMU.1768c
gene1669,ID=gene1669;Name=SMU_1774c;Dbxref=GeneID:1028982;gbkey=Gene;locus_tag=SMU_1774c;old_locus_tag=SMU.1774c
gene1672,ID=gene1672;Name=SMU_1776c;Dbxref=GeneID:1028993;gbkey=Gene;locus_tag=SMU_1776c;old_locus_tag=SMU.1776c
gene1674,ID=gene1674;Name=SMU_1779c;Dbxref=GeneID:1028995;gbkey=Gene;locus_tag=SMU_1779c;old_locus_tag=SMU.1779c
gene1675,ID=gene1675;Name=SMU_1780;Dbxref=GeneID:1028996;gbkey=Gene;locus_tag=SMU_1780;old_locus_tag=SMU.1780
gene1676,ID=gene1676;Name=SMU_1781;Dbxref=GeneID:1028997;gbkey=Gene;locus_tag=SMU_1781;old_locus_tag=SMU.1781
gene1678,ID=gene1678;Name=SMU_t52;Dbxref=GeneID:2886066;gbkey=Gene;locus_tag=SMU_t52;pseudo=true
gene1679,ID=gene1679;Name=SMU_t53;Dbxref=GeneID:2886064;gbkey=Gene;locus_tag=SMU_t53
gene1680,ID=gene1680;Name=SMU_t54;Dbxref=GeneID:2886048;gbkey=Gene;locus_tag=SMU_t54
gene1681,ID=gene1681;Name=SMU_t55;Dbxref=GeneID:2886086;gbkey=Gene;locus_tag=SMU_t55
gene1685,ID=gene1685;Name=SMU_r11;Dbxref=GeneID:2886037;gbkey=Gene;locus_tag=SMU_r11
