athlete,club,city,state/province,country
"Harries, Stewart",London Rowing Club,London,,GB
"Harris, Lucy",London Rowing Club,London,,GB
"Harris, Simon",London Rowing Club,London,,GB
"Heap, Stuart",London Rowing Club,London,,GB
"Hoare, Richard",London Rowing Club,London,,GB
"Humphrey, Ralph",London Rowing Club,London,,GB
"Humphreys, Rebecca",London Rowing Club,London,,GB
"Jackson, Meghann",London Rowing Club,London,,GB
"killick, tom",London Rowing Club,London,,GB
"Riches, David",London Rowing Club,London,,GB
"Theed, Adrian",London Rowing Club,London,,GB
"Williams, Marcus",London Rowing Club,London,,GB
"Wobeser, Keith",London Rowing Club,London,,GB
"Kesteloot, Cole",London Rowing Club (on),London,Ontario,CA
"Hyndman, Martin",Lea Rowing Club,London,South East,GB
"Bell-Syer, Caroline",Mortlake Anglian & Alpha,London,London,GB
"Campbell, Laura",Mortlake Anglian & Alpha,London,London,GB
"Dickson, Julie",Mortlake Anglian & Alpha,London,London,GB
"Gapper, Joanna",Mortlake Anglian & Alpha,London,London,GB
"Greenhalgh, Christina",Mortlake Anglian & Alpha,London,London,GB
"Lion, Jessica",Mortlake Anglian & Alpha,London,London,GB
"Nicola, Eager",Mortlake Anglian & Alpha,London,London,GB
"Ridgway, Catherine",Mortlake Anglian & Alpha,London,London,GB
"Smith, Caroline",Mortlake Anglian & Alpha,London,London,GB
"Andrews, Emma",Putney High School Boat Club,London,Thames Central,GB
"Butterworth, Alex",Putney High School Boat Club,London,Thames Central,GB
"Colehan, Octavia",Putney High School Boat Club,London,Thames Central,GB
"Coni, Georgia",Putney High School Boat Club,London,Thames Central,GB
"Lofstedt, Asa",Putney High School Boat Club,London,Thames Central,GB
"McIntyre, Anastasia",Putney High School Boat Club,London,Thames Central,GB
"Nunan, Kate",Putney High School Boat Club,London,Thames Central,GB
"Savage, Pippa",Putney High School Boat Club,London,Thames Central,GB
"Scambler, Amelia",Putney High School Boat Club,London,Thames Central,GB
"Bishop, Tom",Quintin Boat Club,London,,GB
"Cook, Hilary",Quintin Boat Club,London,,GB
"Ambler, David",St Paul's School Boat Club,London,,GB
"Benzecry, Dominic",St Paul's School Boat Club,London,,GB
"Benzecry, Sebastian",St Paul's School Boat Club,London,,GB
"Davidson, Freddie",St Paul's School Boat Club,London,,GB
"Hamber, Nicholas",St Paul's School Boat Club,London,,GB
"Jacquemot, Alfred",St Paul's School Boat Club,London,,GB
"Mitchell, Stephen",St Paul's School Boat Club,London,,GB
"Moore, Benedict",St Paul's School Boat Club,London,,GB
"Orwell, Harry",St Paul's School Boat Club,London,,GB
"Robson, George",St Paul's School Boat Club,London,,GB
"Saigau, Vlad",St Paul's School Boat Club,London,,GB
"Thorpe, Lachlan",St Paul's School Boat Club,London,,GB
"Waller, Alexander",St Paul's School Boat Club,London,,GB
"Woodward-Fisher, Bertie",St Paul's School Boat Club,London,,GB
"Skow, Tyler J.",The American School In London,London,,GB
"Downing, William",Tyrian Club,London,,GB
"Faultless, Graham",Tyrian Club,London,,GB
"McGhee, Julia",Tyrian Club,London,,GB
"Michalitsianos, Jeremy",Tyrian Club,London,,GB
"Page, Jeremy",Tyrian Club,London,,GB
"Spencer, Joe",Thames Rowing Club,London,London,GB
"Bowling, Alan",Thames Rowing Club,London,London,GB
"Cole-Hossain, Jordan",Thames Rowing Club,London,London,GB
"Dooley, Stephen",Thames Rowing Club,London,London,GB
"Ewans, John",Thames Rowing Club,London,London,GB
"Lesser, Seth",Thames Rowing Club,London,London,GB
"Panter, Mark",Thames Rowing Club,London,London,GB
"robson, john",Thames Rowing Club,London,London,GB
"Saunders, William",Thames Rowing Club,London,London,GB
"Seddon, Andrew",Thames Rowing Club,London,London,GB
"Tyler, Andrew",Thames Rowing Club,London,London,GB
"Bale, Jon",Thames Rowing Club,London,London,GB
"Bird, Oscar",Thames Rowing Club,London,London,GB
"Broad, Harriet",Thames Rowing Club,London,London,GB
"Challen, Simon",Thames Rowing Club,London,London,GB
"Dyer, Richard",Thames Rowing Club,London,London,GB
"Firth, Cayleigh",Thames Rowing Club,London,London,GB
"Gordon, Andy",Thames Rowing Club,London,London,GB
"Jeffrey, Tom",Thames Rowing Club,London,London,GB
"Kernan, Nat",Thames Rowing Club,London,London,GB
"Lester, Anthony",Thames Rowing Club,London,London,GB
"Nixon, Orlando",Thames Rowing Club,London,London,GB
"Padmore, James",Thames Rowing Club,London,London,GB
"Palmer, Jamie",Thames Rowing Club,London,London,GB
"Pidoux, Connie",Thames Rowing Club,London,London,GB
"Tyndall, Anna",Thames Rowing Club,London,London,GB
"Watkins, Hannah",Thames Rowing Club,London,London,GB
"Youell, Zack",Thames Rowing Club,London,London,GB
"Allen, Clare",Tideway Scullers,London,,GB
"Bannenberg, Dickie",Tideway Scullers,London,,GB
"Brewer, Adrianne",Tideway Scullers,London,,GB
"Burns, Zoe",Tideway Scullers,London,,GB
"Candland, Cristie",Tideway Scullers,London,,GB
"Cook, Hilary",Tideway Scullers,London,,GB
"Davies, Rachael",Tideway Scullers,London,,GB
"Daws, Phoebe",Tideway Scullers,London,,GB
"Delmar, Clare",Tideway Scullers,London,,GB
"French, Claire Louise",Tideway Scullers,London,,GB
"Goujon, Kit",Tideway Scullers,London,,GB
"Hickey, David",Tideway Scullers,London,,GB
"Hriber, Annaliese",Tideway Scullers,London,,GB
"MacCallum, Rhona",Tideway Scullers,London,,GB
"Mallon, Chris",Tideway Scullers,London,,GB
"Matthews, Caroline",Tideway Scullers,London,,GB
"Mortimer, Mary",Tideway Scullers,London,,GB
"Mortimer, Rowenna",Tideway Scullers,London,,GB
"Neale, Xanthe",Tideway Scullers,London,,GB
"Sanders, Timothy",Tideway Scullers,London,,GB
"Schultz, Judith",Tideway Scullers,London,,GB
"Terry, Hunter",Tideway Scullers,London,,GB
"Thomas, Bethan",Tideway Scullers,London,,GB
"Tollman, Raymond",Tideway Scullers,London,,GB
"Matthews, Scott",Western Rowing Club,London,Ontario,CA
"Rabalski, Adam",Western University (uwo),London,Ontario,CA
"Allen, Will",Westminster School Boat Club,"London, England",SWI P3P5,GB
"Arzt-Jones, Oskar",Westminster School Boat Club,"London, England",SWI P3P5,GB
"Bentley, Ed",Westminster School Boat Club,"London, England",SWI P3P5,GB
"Bouvier, Baptiste",Westminster School Boat Club,"London, England",SWI P3P5,GB
"Dubin, Will",Westminster School Boat Club,"London, England",SWI P3P5,GB
"Edwards, Jonathan",Westminster School Boat Club,"London, England",SWI P3P5,GB
"Hockey, George",Westminster School Boat Club,"London, England",SWI P3P5,GB
"Holland, Matthew",Westminster School Boat Club,"London, England",SWI P3P5,GB
"Hollander, Ian",Westminster School Boat Club,"London, England",SWI P3P5,GB
"Jones, Henry",Westminster School Boat Club,"London, England",SWI P3P5,GB
"Mitchell, Reginald",Westminster School Boat Club,"London, England",SWI P3P5,GB
"Plaut, James",Westminster School Boat Club,"London, England",SWI P3P5,GB
"Plaut, Nicholas",Westminster School Boat Club,"London, England",SWI P3P5,GB
"Rembowski, John",Westminster School Boat Club,"London, England",SWI P3P5,GB
"Santos, Pedro",Westminster School Boat Club,"London, England",SWI P3P5,GB
"Spaughton, Hugh",Westminster School Boat Club,"London, England",SWI P3P5,GB
"Stocker, oswald",Westminster School Boat Club,"London, England",SWI P3P5,GB
"williams, Alex",Westminster School Boat Club,"London, England",SWI P3P5,GB
"Boudreau, William",Long Beach Junior Crew,Long Beach,California,US
"Boyle, Kelly",Long Beach Junior Crew,Long Beach,California,US
"Bozzani, Brock",Long Beach Junior Crew,Long Beach,California,US
"BRUNNER, RYAN",Long Beach Junior Crew,Long Beach,California,US
"Chakos, Zoe",Long Beach Junior Crew,Long Beach,California,US
"Cholakian, Elisabeth",Long Beach Junior Crew,Long Beach,California,US
"Clark, Chase",Long Beach Junior Crew,Long Beach,California,US
"Cohen, Joseph",Long Beach Junior Crew,Long Beach,California,US
"Cruz, Emma",Long Beach Junior Crew,Long Beach,California,US
"Felix, Diana",Long Beach Junior Crew,Long Beach,California,US
"Flohr, Josephine",Long Beach Junior Crew,Long Beach,California,US
"Freiburghouse, John",Long Beach Junior Crew,Long Beach,California,US
"Hart, Christopher",Long Beach Junior Crew,Long Beach,California,US
"Johnson, Christopher",Long Beach Junior Crew,Long Beach,California,US
"khoury, constantino",Long Beach Junior Crew,Long Beach,California,US
"Love, Brendan",Long Beach Junior Crew,Long Beach,California,US
"Marchak, Kailani",Long Beach Junior Crew,Long Beach,California,US
"Mello, Madison",Long Beach Junior Crew,Long Beach,California,US
"O'Donnell, Katherine",Long Beach Junior Crew,Long Beach,California,US
"Parejo, Raymond",Long Beach Junior Crew,Long Beach,California,US
"Pavlovich, Ryan",Long Beach Junior Crew,Long Beach,California,US
"Rapoza, Jessie",Long Beach Junior Crew,Long Beach,California,US
"Ruhl, Jake",Long Beach Junior Crew,Long Beach,California,US
"Seeley, Sabrina",Long Beach Junior Crew,Long Beach,California,US
"Shokoohi, Michael",Long Beach Junior Crew,Long Beach,California,US
"Smith, Hannah",Long Beach Junior Crew,Long Beach,California,US
"Stockstad, Anna",Long Beach Junior Crew,Long Beach,California,US
"West, Nicholas",Long Beach Junior Crew,Long Beach,California,US
"Wilson, Dillon",Long Beach Junior Crew,Long Beach,California,US
"YOUNG, HELENA",Long Beach Junior Crew,Long Beach,California,US
"Adkins, Philip",Long Beach Rowing Association,Long Beach,California,US
"Cate, Margie",Long Beach Rowing Association,Long Beach,California,US
"Chen, Penny",Long Beach Rowing Association,Long Beach,California,US
"Crockett, Ala",Long Beach Rowing Association,Long Beach,California,US
"Downer, Monica",Long Beach Rowing Association,Long Beach,California,US
"Felix, Juan",Long Beach Rowing Association,Long Beach,California,US
"Francia, Susan",Long Beach Rowing Association,Long Beach,California,US
"Frick, Dave",Long Beach Rowing Association,Long Beach,California,US
"Frykman, Helen",Long Beach Rowing Association,Long Beach,California,US
"Gough, Margaret",Long Beach Rowing Association,Long Beach,California,US
"Johnson, Daniel",Long Beach Rowing Association,Long Beach,California,US
"Johnson, Earl",Long Beach Rowing Association,Long Beach,California,US
"Kaye, Kristin",Long Beach Rowing Association,Long Beach,California,US
"Kline, Sherri",Long Beach Rowing Association,Long Beach,California,US
"Krum, Steve",Long Beach Rowing Association,Long Beach,California,US
"Mason, Mark",Long Beach Rowing Association,Long Beach,California,US
"McGill, Jasmine",Long Beach Rowing Association,Long Beach,California,US
"Milosevic, Sasa",Long Beach Rowing Association,Long Beach,California,US
"O'Brien, Wendy",Long Beach Rowing Association,Long Beach,California,US
"palchikoff, Jan",Long Beach Rowing Association,Long Beach,California,US
"perrot, MARY E",Long Beach Rowing Association,Long Beach,California,US
"Vasquez, Kevin",Long Beach Rowing Association,Long Beach,California,US
"Englehardt, Robert",Pioneer Valley Riverfront Club,Longmeadow,Massachusetts,US
"Carmody, Caroline",Pioneer Valley Riverfront Club,Longmeadow,Massachusetts,US
"Carmody, Ryan",Pioneer Valley Riverfront Club,Longmeadow,Massachusetts,US
"Carmody, Tom",Pioneer Valley Riverfront Club,Longmeadow,Massachusetts,US
"Hettler, Joeli",Pioneer Valley Riverfront Club,Longmeadow,Massachusetts,US
"Moss, Joanthan",Pioneer Valley Riverfront Club,Longmeadow,Massachusetts,US
"Quick, Benjamin",Pioneer Valley Riverfront Club,Longmeadow,Massachusetts,US
"Weller, Steve",Pioneer Valley Riverfront Club,Longmeadow,Massachusetts,US
"Watson-Capps, Jana",Longmont Sculling Club,Longmont,Colorado,US
"O'Callahan, Bridget",California Yacht Club,Los Angeles,California,US
"Schindler, Nicole",California Yacht Club,Los Angeles,California,US
"Beach, Taylor",University Of Southern California,Los Angeles,California,US
"Benton, William",University Of Southern California,Los Angeles,California,US
"Dickson, Jake",University Of Southern California,Los Angeles,California,US
"Fabry, Andrew",University Of Southern California,Los Angeles,California,US
"Jenss, Tyler",University Of Southern California,Los Angeles,California,US
"Kriger, Skye",University Of Southern California,Los Angeles,California,US
"Lieskovsky, Adam",University Of Southern California,Los Angeles,California,US
"McDonough, Chris",University Of Southern California,Los Angeles,California,US
"Monk, David",University Of Southern California,Los Angeles,California,US
"Talavou, Nolan",University Of Southern California,Los Angeles,California,US
"Brew, Chloe",Usc Women's Rowing,Los Angeles,California,US
"Einaste, Keret",Usc Women's Rowing,Los Angeles,California,US
"Fitter, Isabel",Usc Women's Rowing,Los Angeles,California,US
"Ibold, Kaelyn",Usc Women's Rowing,Los Angeles,California,US
"Koovit, Krete",Usc Women's Rowing,Los Angeles,California,US
"Novotnikova, Radka",Usc Women's Rowing,Los Angeles,California,US
"Strautmane, Madara",Usc Women's Rowing,Los Angeles,California,US
"Thorp, Molly",Usc Women's Rowing,Los Angeles,California,US
"Varekova, Alexandra",Usc Women's Rowing,Los Angeles,California,US
"Criado, Lori",Beat Cancer Boat Club,Los Gatos,California,US
"Nielsen, Michelle",Beat Cancer Boat Club,Los Gatos,California,US
"Sivigny, Michael",Beat Cancer Boat Club,Los Gatos,California,US
"Tryon, Brian",Beat Cancer Boat Club,Los Gatos,California,US
"Beretvas, Benjamin",Shaker Rowing Association/High School,Loudonville,New York,US
"Finning, Logan",Shaker Rowing Association/High School,Loudonville,New York,US
"Kura, Niharika",Shaker Rowing Association/High School,Loudonville,New York,US
"Murawski, Lauren",Shaker Rowing Association/High School,Loudonville,New York,US
"Mysliwiec, Samantha",Shaker Rowing Association/High School,Loudonville,New York,US
"Orlyk, Cierra",Shaker Rowing Association/High School,Loudonville,New York,US
"Pustay, Caroline",Shaker Rowing Association/High School,Loudonville,New York,US
"CONROY, GRACE",Shaker Rowing Association/High School,Loudonville,New York,US
"Endler, Jeffrey",Shaker Rowing Association/High School,Loudonville,New York,US
"Beane, Taylor",Lowell High School,Lowell,Massachusetts,US
"Burgess, Brianne",Lowell High School,Lowell,Massachusetts,US
"Dabilis, Demimarie",Lowell High School,Lowell,Massachusetts,US
"plaisir, reybekah",Lowell High School,Lowell,Massachusetts,US
"Young, Frederique",Lowell High School,Lowell,Massachusetts,US
"Birchenough, Stephanie",Merrimac River Rowing Association,Lowell,Massachusetts,US
"Bruce, Eddie",Merrimac River Rowing Association,Lowell,Massachusetts,US
"Collier, Michelle",Merrimac River Rowing Association,Lowell,Massachusetts,US
"Connell, Richard",Merrimac River Rowing Association,Lowell,Massachusetts,US
"Cotreau, Tim",Merrimac River Rowing Association,Lowell,Massachusetts,US
"Daley, Deanna",Merrimac River Rowing Association,Lowell,Massachusetts,US
"Doggett, Tiffany",Merrimac River Rowing Association,Lowell,Massachusetts,US
"Dwyer, Jonathan",Merrimac River Rowing Association,Lowell,Massachusetts,US
"Granum, Blair",Merrimac River Rowing Association,Lowell,Massachusetts,US
"Hall, Erin",Merrimac River Rowing Association,Lowell,Massachusetts,US
"Hutcheon, Alexis",Merrimac River Rowing Association,Lowell,Massachusetts,US
"Ivey, Sarah",Merrimac River Rowing Association,Lowell,Massachusetts,US
"Jaggers, MaryGail",Merrimac River Rowing Association,Lowell,Massachusetts,US
"jennings, Doreen",Merrimac River Rowing Association,Lowell,Massachusetts,US
"Lallemand, Erin",Merrimac River Rowing Association,Lowell,Massachusetts,US
"Leary, Christine",Merrimac River Rowing Association,Lowell,Massachusetts,US
"Lucchesi, Ann",Merrimac River Rowing Association,Lowell,Massachusetts,US
"Masors, Chur",Merrimac River Rowing Association,Lowell,Massachusetts,US
"Mathias, Susan",Merrimac River Rowing Association,Lowell,Massachusetts,US
"McGrath , Cynthia ",Merrimac River Rowing Association,Lowell,Massachusetts,US
"McLaughlin, Megan",Merrimac River Rowing Association,Lowell,Massachusetts,US
"Morris, Sharon",Merrimac River Rowing Association,Lowell,Massachusetts,US
"Moussouris, Alexandra",Merrimac River Rowing Association,Lowell,Massachusetts,US
"Neale, Melinda",Merrimac River Rowing Association,Lowell,Massachusetts,US
"Poreba, Michael",Merrimac River Rowing Association,Lowell,Massachusetts,US
"Raitto, Andrew",Merrimac River Rowing Association,Lowell,Massachusetts,US
"Scammell, Karen",Merrimac River Rowing Association,Lowell,Massachusetts,US
"Sengstaken, Robert",Merrimac River Rowing Association,Lowell,Massachusetts,US
"Skolnick, Charlotte",University Of Massachusetts - Lowell,Lowell,Massachusetts,US
"abdelmonem, youssef",University Of Massachusetts - Lowell,Lowell,Massachusetts,US
"Amodeo, Gillian",University Of Massachusetts - Lowell,Lowell,Massachusetts,US
"Belmont, Milo",University Of Massachusetts - Lowell,Lowell,Massachusetts,US
"Boisvert, Joel",University Of Massachusetts - Lowell,Lowell,Massachusetts,US
"Carenza, Michael",University Of Massachusetts - Lowell,Lowell,Massachusetts,US
"Dickinson, Eric",University Of Massachusetts - Lowell,Lowell,Massachusetts,US
"Dolan, Matthew",University Of Massachusetts - Lowell,Lowell,Massachusetts,US
"Goto, Yuri",University Of Massachusetts - Lowell,Lowell,Massachusetts,US
"Harding, Maggie",University Of Massachusetts - Lowell,Lowell,Massachusetts,US
"Krawiec, Sarah",University Of Massachusetts - Lowell,Lowell,Massachusetts,US
"Langlais, Acacia",University Of Massachusetts - Lowell,Lowell,Massachusetts,US
"Maldonado, William",University Of Massachusetts - Lowell,Lowell,Massachusetts,US
"McCarthy, Frank",University Of Massachusetts - Lowell,Lowell,Massachusetts,US
"McMillan, Egan",University Of Massachusetts - Lowell,Lowell,Massachusetts,US
"Nazzaro, Alec",University Of Massachusetts - Lowell,Lowell,Massachusetts,US
"Perry, Nathan",University Of Massachusetts - Lowell,Lowell,Massachusetts,US
"Stolbov, Iakov",University Of Massachusetts - Lowell,Lowell,Massachusetts,US
"Toohey, James",University Of Massachusetts - Lowell,Lowell,Massachusetts,US
"DiMatteo, Abigail",Old Lyme Rowing Association/Blood Street Sculls,Lyme,Connecticut,US
"Baham, Rob",Old Lyme Rowing Association/Blood Street Sculls,Lyme,Connecticut,US
"Dolishny, Lauren",Old Lyme Rowing Association/Blood Street Sculls,Lyme,Connecticut,US
"Dorsey, Kristina",Old Lyme Rowing Association/Blood Street Sculls,Lyme,Connecticut,US
"Drummond, Adam",Old Lyme Rowing Association/Blood Street Sculls,Lyme,Connecticut,US
"Elfstrom, Kacey",Old Lyme Rowing Association/Blood Street Sculls,Lyme,Connecticut,US
"Fuchs, Candace",Old Lyme Rowing Association/Blood Street Sculls,Lyme,Connecticut,US
"Fuchs, Peter",Old Lyme Rowing Association/Blood Street Sculls,Lyme,Connecticut,US
"Gulich, Laurissa",Old Lyme Rowing Association/Blood Street Sculls,Lyme,Connecticut,US
"Hack, Barbara",Old Lyme Rowing Association/Blood Street Sculls,Lyme,Connecticut,US
"Hack, Gregory",Old Lyme Rowing Association/Blood Street Sculls,Lyme,Connecticut,US
"Hollings, Charlotte",Old Lyme Rowing Association/Blood Street Sculls,Lyme,Connecticut,US
"Hoxie, Dale",Old Lyme Rowing Association/Blood Street Sculls,Lyme,Connecticut,US
"Johnston, Peggy",Old Lyme Rowing Association/Blood Street Sculls,Lyme,Connecticut,US
"Joseph, Guy",Old Lyme Rowing Association/Blood Street Sculls,Lyme,Connecticut,US
"Kolar, Alexis",Old Lyme Rowing Association/Blood Street Sculls,Lyme,Connecticut,US
"Mahon, Bryan",Old Lyme Rowing Association/Blood Street Sculls,Lyme,Connecticut,US
"McCawley, Christopher",Old Lyme Rowing Association/Blood Street Sculls,Lyme,Connecticut,US
"Mergy, Claudia",Old Lyme Rowing Association/Blood Street Sculls,Lyme,Connecticut,US
"Morrison, Julia",Old Lyme Rowing Association/Blood Street Sculls,Lyme,Connecticut,US
"Murphy, Allison",Old Lyme Rowing Association/Blood Street Sculls,Lyme,Connecticut,US
"Newton, Jeremy ""Remy""",Old Lyme Rowing Association/Blood Street Sculls,Lyme,Connecticut,US
"Plage, WIlliam",Old Lyme Rowing Association/Blood Street Sculls,Lyme,Connecticut,US
"Quigley, Thomas",Old Lyme Rowing Association/Blood Street Sculls,Lyme,Connecticut,US
"Socha, Allison",Old Lyme Rowing Association/Blood Street Sculls,Lyme,Connecticut,US
"Swanski, Alex",Old Lyme Rowing Association/Blood Street Sculls,Lyme,Connecticut,US
"Tolis, Jule",Old Lyme Rowing Association/Blood Street Sculls,Lyme,Connecticut,US
"Tolson, Harriet (Kyn)",Old Lyme Rowing Association/Blood Street Sculls,Lyme,Connecticut,US
"Whelen, Dennis",Old Lyme Rowing Association/Blood Street Sculls,Lyme,Connecticut,US
"Cenit, Denise",Passaic River Rowing Association,Lyndhurst,New Jersey,US
"Crane, Sean",Passaic River Rowing Association,Lyndhurst,New Jersey,US
"De Frank, Peter",Passaic River Rowing Association,Lyndhurst,New Jersey,US
"Delisle, Benjamin",Passaic River Rowing Association,Lyndhurst,New Jersey,US
"Lewis, David",Passaic River Rowing Association,Lyndhurst,New Jersey,US
"Martini, Rainer",Passaic River Rowing Association,Lyndhurst,New Jersey,US
"McGowan, Cormac",Passaic River Rowing Association,Lyndhurst,New Jersey,US
"Scarpelli, Anthony",Passaic River Rowing Association,Lyndhurst,New Jersey,US
"Scorsone, Charles",Passaic River Rowing Association,Lyndhurst,New Jersey,US
"Trainor, Michael",Passaic River Rowing Association,Lyndhurst,New Jersey,US
"Aghai, Dariush",Camp Randall Rowing Club,Madison,Wisconsin,US
"Altimari, Anthony",Camp Randall Rowing Club,Madison,Wisconsin,US
"Karwoski, Alex",Camp Randall Rowing Club,Madison,Wisconsin,US
"Miller, Matt",Camp Randall Rowing Club,Madison,Wisconsin,US
"Rush, John",Camp Randall Rowing Club,Madison,Wisconsin,US
"Anderson, Haley",Camp Randall Rowing Club,Madison,Wisconsin,US
"Beckett, Levi",Camp Randall Rowing Club,Madison,Wisconsin,US
"Christiansen, August",Camp Randall Rowing Club,Madison,Wisconsin,US
"Driscoll, Ronan",Camp Randall Rowing Club,Madison,Wisconsin,US
"Eldridge, Marlowe Elizabeth",Camp Randall Rowing Club,Madison,Wisconsin,US
"Fass, Elizabeth",Camp Randall Rowing Club,Madison,Wisconsin,US
"Kaldhen, Tenzin",Camp Randall Rowing Club,Madison,Wisconsin,US
"Linsenmeyer, Kai",Camp Randall Rowing Club,Madison,Wisconsin,US
"Pfau, Henry",Camp Randall Rowing Club,Madison,Wisconsin,US
"Pietz, Elisabet",Camp Randall Rowing Club,Madison,Wisconsin,US
"Raichle, Emmet",Camp Randall Rowing Club,Madison,Wisconsin,US
"Smith, Andrew",Camp Randall Rowing Club,Madison,Wisconsin,US
"Tardrew, Sean",Camp Randall Rowing Club,Madison,Wisconsin,US
"Viegut, Amelia",Camp Randall Rowing Club,Madison,Wisconsin,US
"Cooper, Gillian",University Of Wisconsin,Madison,Wisconsin,US
"Dahm, Brianna",University Of Wisconsin,Madison,Wisconsin,US
"Dalgarno, Audrey",University Of Wisconsin,Madison,Wisconsin,US
"Evans, Alicia",University Of Wisconsin,Madison,Wisconsin,US
"Girt, Mirha",University Of Wisconsin,Madison,Wisconsin,US
"Glueck, Julia",University Of Wisconsin,Madison,Wisconsin,US
"Grover, Margo",University Of Wisconsin,Madison,Wisconsin,US
"Hansen, Liliana",University Of Wisconsin,Madison,Wisconsin,US
"Martin, Saylor",University Of Wisconsin,Madison,Wisconsin,US
"Morrison, Alison",University Of Wisconsin,Madison,Wisconsin,US
"Olley, Renee",University Of Wisconsin,Madison,Wisconsin,US
"Purman, Gabriela",University Of Wisconsin,Madison,Wisconsin,US
"Randle, Helena",University Of Wisconsin,Madison,Wisconsin,US
"Roe, Sarah",University Of Wisconsin,Madison,Wisconsin,US
"Ruffalo, Kathryne",University Of Wisconsin,Madison,Wisconsin,US
"Schmid, Maria",University Of Wisconsin,Madison,Wisconsin,US
"Schwartz, Hannah",University Of Wisconsin,Madison,Wisconsin,US
"Scott, Claire",University Of Wisconsin,Madison,Wisconsin,US
"Vitas, Sophia",University Of Wisconsin,Madison,Wisconsin,US
"Wanamaker, Maddie",University Of Wisconsin,Madison,Wisconsin,US
"Whitehill, Jennifer",University Of Wisconsin,Madison,Wisconsin,US
"Whiteside, Mackenzie",University Of Wisconsin,Madison,Wisconsin,US
"wynne, Brianna",University Of Wisconsin,Madison,Wisconsin,US
"Dewitt, Danielle",University Of Wisconsin Lightweight Women Alumni,Madison,Wisconsin,US
"Freshley, Meredith",University Of Wisconsin Lightweight Women Alumni,Madison,Wisconsin,US
"Knight, Abby",University Of Wisconsin Lightweight Women Alumni,Madison,Wisconsin,US
"Montgomery, Amanda",University Of Wisconsin Lightweight Women Alumni,Madison,Wisconsin,US
"Mullin, Erin",University Of Wisconsin Lightweight Women Alumni,Madison,Wisconsin,US
"Murphy, Brianna",University Of Wisconsin Lightweight Women Alumni,Madison,Wisconsin,US
"Piette, Marlee",University Of Wisconsin Lightweight Women Alumni,Madison,Wisconsin,US
"Rosoff, Catherine",University Of Wisconsin Lightweight Women Alumni,Madison,Wisconsin,US
"Steavpack, Lauren",University Of Wisconsin Lightweight Women Alumni,Madison,Wisconsin,US
"Callanan, John",Mystic Valley Regional Charter School,Malden,Massachusetts,US
"Cerundolo, Gaetano",Mystic Valley Regional Charter School,Malden,Massachusetts,US
"Manley, Kyle",Mystic Valley Regional Charter School,Malden,Massachusetts,US
"Nguyen, Amy",Mystic Valley Regional Charter School,Malden,Massachusetts,US
"Sickler, James",Mystic Valley Regional Charter School,Malden,Massachusetts,US
"Kaufman, Alexander",The Derryfield School Crew,Manchester,New Hampshire,US
"Lynn, Samuel",The Derryfield School Crew,Manchester,New Hampshire,US
"Smiley, Sam",The Derryfield School Crew,Manchester,New Hampshire,US
"Corcoran, Rose",Manhasset High School,Manhasset,New York,US
"Dreyer, Douglas",Manhasset High School,Manhasset,New York,US
"Gillis, Emma",Manhasset High School,Manhasset,New York,US
"Hom, Alexander",Manhasset High School,Manhasset,New York,US
"Kapetanos, Kalliopi",Manhasset High School,Manhasset,New York,US
"khalifa, Mahmoud",Manhasset High School,Manhasset,New York,US
"Kim, Benjamin",Manhasset High School,Manhasset,New York,US
"Lapins, Laila",Manhasset High School,Manhasset,New York,US
"MURPHY, CHLOE",Manhasset High School,Manhasset,New York,US
"Petrakis, John",Manhasset High School,Manhasset,New York,US
"Radman, Victoria",Manhasset High School,Manhasset,New York,US
"Thatos, George",Manhasset High School,Manhasset,New York,US
"Voto, Bartolomeo",Manhasset High School,Manhasset,New York,US
"Weisberg, Brett",Manhasset High School,Manhasset,New York,US
"Wu, Judie",Manhasset High School,Manhasset,New York,US
"Ziozis, Lazarus",Manhasset High School,Manhasset,New York,US
"Bush, Matthew",Marietta College,Marietta,Ohio,US
"Gleim, Jack",Marietta College,Marietta,Ohio,US
"Hildebrandt, Isabella",Marietta College,Marietta,Ohio,US
"Jeswald, Marissa",Marietta College,Marietta,Ohio,US
"Metz, Christopher",Marietta College,Marietta,Ohio,US
"Monroe, Stephanie",Marietta College,Marietta,Ohio,US
"Moore, Helen",Marietta College,Marietta,Ohio,US
"Roger, Danielle",Marietta College,Marietta,Ohio,US
"Schafhausen, Ethan",Marietta College,Marietta,Ohio,US
"Schleich, Rachael",Marietta College,Marietta,Ohio,US
"Specht, Patrick",Marietta College,Marietta,Ohio,US
"Walsh, Eileen",Marietta College,Marietta,Ohio,US
"Westfield, Shelbi",Marietta College,Marietta,Ohio,US
"Williams, Miranda",Marietta College,Marietta,Ohio,US
"Byers, Valerie",Marietta College Rowing Alumni,Marietta,Ohio,US
"Chavers, Kim",Marietta College Rowing Alumni,Marietta,Ohio,US
"Duck, Jamie",Marietta College Rowing Alumni,Marietta,Ohio,US
"Focareto, Nicole",Marietta College Rowing Alumni,Marietta,Ohio,US
"Hageman, Wendy",Marietta College Rowing Alumni,Marietta,Ohio,US
"Paniel, Carrie",Marietta College Rowing Alumni,Marietta,Ohio,US
"Popolin, Joanne",Marietta College Rowing Alumni,Marietta,Ohio,US
"Riff, Jane",Marietta College Rowing Alumni,Marietta,Ohio,US
